period,value,released,version
2008 JUN,-4473,2017-10-09,v24
2008 MAR,-4358,2017-10-09,v24
2008 MAY,-3741,2017-10-09,v24
2008 NOV,-3302,2017-10-09,v24
2008 OCT,-2438,2017-10-09,v24
2008 Q1,-13461,2017-10-09,v24
2008 Q2,-12521,2017-10-09,v24
2008 Q3,-11225,2017-10-09,v24
2008 Q4,-7846,2017-10-09,v24
2008 SEP,-2702,2017-10-09,v24
2009,-33453,2017-10-09,v24
2009 APR,-3629,2017-10-09,v24
2009 AUG,-2312,2017-10-09,v24
2009 DEC,-2624,2017-10-09,v24
2009 FEB,-2844,2017-10-09,v24
2009 JAN,-2865,2017-10-09,v24
2009 JUL,-2516,2017-10-09,v24
2009 JUN,-2965,2017-10-09,v24
2009 MAR,-3753,2017-10-09,v24
2009 MAY,-2696,2017-10-09,v24
2009 NOV,-2196,2017-10-09,v24
2009 OCT,-2354,2017-10-09,v24
2009 Q1,-9462,2017-10-09,v24
2009 Q2,-9290,2017-10-09,v24
2009 Q3,-7527,2017-10-09,v24
2009 Q4,-7174,2017-10-09,v24
2009 SEP,-2699,2017-10-09,v24
2010,-41168,2017-10-09,v24
2010 APR,-3174,2017-10-09,v24
2010 AUG,-4331,2017-10-09,v24
2010 DEC,-3443,2017-10-09,v24
2010 FEB,-1885,2017-10-09,v24
2010 JAN,-3406,2017-10-09,v24
2010 JUL,-4176,2017-10-09,v24
2010 JUN,-2763,2017-10-09,v24
2010 MAR,-4031,2017-10-09,v24
2010 MAY,-3280,2017-10-09,v24
2010 NOV,-3339,2017-10-09,v24
2010 OCT,-3483,2017-10-09,v24
2010 Q1,-9322,2017-10-09,v24
2010 Q2,-9217,2017-10-09,v24
2010 Q3,-12364,2017-10-09,v24
2010 Q4,-10265,2017-10-09,v24
2010 SEP,-3857,2017-10-09,v24
2011,-25171,2017-10-09,v24
2011 APR,-887,2017-10-09,v24
2011 AUG,-2787,2017-10-09,v24
2011 DEC,-1551,2017-10-09,v24
2011 FEB,-206,2017-10-09,v24
2011 JAN,-1218,2017-10-09,v24
2011 JUL,-2968,2017-10-09,v24
2011 JUN,-1845,2017-10-09,v24
2011 MAR,-1618,2017-10-09,v24
2011 MAY,-2264,2017-10-09,v24
2011 NOV,-3690,2017-10-09,v24
2011 OCT,-2169,2017-10-09,v24
2011 Q1,-3042,2017-10-09,v24
2011 Q2,-4996,2017-10-09,v24
2011 Q3,-9723,2017-10-09,v24
2011 Q4,-7410,2017-10-09,v24
2011 SEP,-3968,2017-10-09,v24
2012,-33364,2017-10-09,v24
2012 APR,-4807,2017-10-09,v24
2012 AUG,-4015,2017-10-09,v24
2012 DEC,-2003,2017-10-09,v24
2012 FEB,-1424,2017-10-09,v24
2012 JAN,-1839,2017-10-09,v24
2012 JUL,-1608,2017-10-09,v24
2012 JUN,-4474,2017-10-09,v24
2012 MAR,-2000,2017-10-09,v24
2012 MAY,-3006,2017-10-09,v24
2012 NOV,-2517,2017-10-09,v24
2012 OCT,-3408,2017-10-09,v24
2012 Q1,-5263,2017-10-09,v24
2012 Q2,-12287,2017-10-09,v24
2012 Q3,-7886,2017-10-09,v24
2012 Q4,-7928,2017-10-09,v24
2012 SEP,-2263,2017-10-09,v24
2013,-35367,2017-10-09,v24
2013 APR,-1695,2017-10-09,v24
2013 AUG,-2382,2017-10-09,v24
2013 DEC,-3052,2017-10-09,v24
2013 FEB,-1865,2017-10-09,v24
2013 JAN,-1524,2017-10-09,v24
2013 JUL,-3186,2017-10-09,v24
2013 JUN,-3284,2017-10-09,v24
2013 MAR,-1119,2017-10-09,v24
2013 MAY,-2928,2017-10-09,v24
2013 NOV,-5545,2017-10-09,v24
2013 OCT,-5183,2017-10-09,v24
2013 Q1,-4508,2017-10-09,v24
2013 Q2,-7907,2017-10-09,v24
2013 Q3,-9172,2017-10-09,v24
2013 Q4,-13780,2017-10-09,v24
2013 SEP,-3604,2017-10-09,v24
2014,-36831,2017-10-09,v24
2014 APR,-3100,2017-10-09,v24
2014 AUG,-3402,2017-10-09,v24
2014 DEC,-5106,2017-10-09,v24
2014 FEB,-3700,2017-10-09,v24
2014 JAN,-4719,2017-10-09,v24
2014 JUL,-3501,2017-10-09,v24
2014 JUN,-2050,2017-10-09,v24
2014 MAR,-2991,2017-10-09,v24
2014 MAY,-792,2017-10-09,v24
2014 NOV,-2518,2017-10-09,v24
2014 OCT,-2016,2017-10-09,v24
2014 Q1,-11410,2017-10-09,v24
2014 Q2,-5942,2017-10-09,v24
2014 Q3,-9839,2017-10-09,v24
2014 Q4,-9640,2017-10-09,v24
2014 SEP,-2936,2017-10-09,v24
2015,-32370,2017-10-09,v24
2015 APR,-2218,2017-10-09,v24
2015 AUG,-2537,2017-10-09,v24
2015 DEC,-811,2017-10-09,v24
2015 FEB,-5196,2017-10-09,v24
2015 JAN,-2616,2017-10-09,v24
2015 JUL,-3553,2017-10-09,v24
2015 JUN,-2021,2017-10-09,v24
2015 MAR,-2261,2017-10-09,v24
2015 MAY,-1581,2017-10-09,v24
2015 NOV,-2573,2017-10-09,v24
2015 OCT,-4867,2017-10-09,v24
2015 Q1,-10073,2017-10-09,v24
2015 Q2,-5820,2017-10-09,v24
2015 Q3,-8226,2017-10-09,v24
2015 Q4,-8251,2017-10-09,v24
2015 SEP,-2136,2017-10-09,v24
2016,-43013,2017-10-09,v24
2016 APR,-3657,2017-10-09,v24
2016 AUG,-6259,2017-10-09,v24
2016 DEC,-2828,2017-10-09,v24
2016 FEB,-3925,2017-10-09,v24
2016 JAN,-1603,2017-10-09,v24
2016 JUL,-4030,2017-10-09,v24
2016 JUN,-3614,2017-10-09,v24
2016 MAR,-5035,2017-10-09,v24
2016 MAY,-1217,2017-10-09,v24
2016 NOV,-3155,2017-10-09,v24
2016 OCT,-1345,2017-10-09,v24
2016 Q1,-10563,2017-10-09,v24
2016 Q2,-8488,2017-10-09,v24
2016 Q3,-16634,2017-10-09,v24
2016 Q4,-7328,2017-10-09,v24
2016 SEP,-6345,2017-10-09,v24
2017 APR,-1128,2017-10-09,v24
2017 AUG,-5626,2017-10-09,v24
2017 FEB,-2383,2017-10-09,v24
2017 JUL,-4236,2017-10-09,v24
2017 JUN,-3345,2017-10-09,v24
2017 MAR,-3885,2017-10-09,v24
2017 MAY,-2034,2017-10-09,v24
2017 Q1,-8904,2017-10-09,v24
2017 Q2,-6507,2017-10-09,v24
2017 AUG,-3455,2017-11-10,v26
2017 JUL,-3254,2017-11-10,v26
2017 Q3,-9463,2017-11-10,v26
2017 SEP,-2754,2017-11-10,v26
2016,-40834,2017-12-08,v27
2016 APR,-3287,2017-12-08,v27
2016 AUG,-5943,2017-12-08,v27
2016 DEC,-2713,2017-12-08,v27
2016 FEB,-3636,2017-12-08,v27
2016 JAN,-1652,2017-12-08,v27
2016 JUL,-4187,2017-12-08,v27
2016 JUN,-3442,2017-12-08,v27
2016 MAR,-4489,2017-12-08,v27
2016 MAY,-949,2017-12-08,v27
2016 NOV,-3044,2017-12-08,v27
2016 OCT,-1256,2017-12-08,v27
2016 Q1,-9777,2017-12-08,v27
2016 Q2,-7678,2017-12-08,v27
2016 Q3,-16366,2017-12-08,v27
2016 Q4,-7013,2017-12-08,v27
2016 SEP,-6236,2017-12-08,v27
2017 APR,-633,2017-12-08,v27
2017 AUG,-2465,2017-12-08,v27
2017 FEB,-2420,2017-12-08,v27
2017 JAN,-2479,2017-12-08,v27
2017 JUL,-2321,2017-12-08,v27
2017 JUN,-3479,2017-12-08,v27
2017 MAR,-3679,2017-12-08,v27
2017 MAY,-1954,2017-12-08,v27
2017 OCT,-1405,2017-12-08,v27
2017 Q1,-8578,2017-12-08,v27
2017 Q2,-6066,2017-12-08,v27
2017 Q3,-5927,2017-12-08,v27
2017 SEP,-1141,2017-12-08,v27
2016,-40677,2018-01-10,v28
2016 APR,-3271,2018-01-10,v28
2016 AUG,-5933,2018-01-10,v28
2016 DEC,-2689,2018-01-10,v28
2016 FEB,-3631,2018-01-10,v28
2016 JAN,-1649,2018-01-10,v28
2016 JUL,-4175,2018-01-10,v28
2016 JUN,-3425,2018-01-10,v28
2016 MAR,-4478,2018-01-10,v28
2016 MAY,-931,2018-01-10,v28
2016 NOV,-3027,2018-01-10,v28
2016 OCT,-1243,2018-01-10,v28
2016 Q1,-9758,2018-01-10,v28
2016 Q2,-7627,2018-01-10,v28
2016 Q3,-16333,2018-01-10,v28
2016 Q4,-6959,2018-01-10,v28
2016 SEP,-6225,2018-01-10,v28
2017 APR,-657,2018-01-10,v28
2017 AUG,-2429,2018-01-10,v28
2017 FEB,-2397,2018-01-10,v28
2017 JAN,-2450,2018-01-10,v28
2017 JUL,-2313,2018-01-10,v28
2017 JUN,-3502,2018-01-10,v28
2017 MAR,-3676,2018-01-10,v28
2017 MAY,-1989,2018-01-10,v28
2017 NOV,-2804,2018-01-10,v28
2017 OCT,-2270,2018-01-10,v28
2017 Q1,-8523,2018-01-10,v28
2017 Q2,-6148,2018-01-10,v28
2017 Q3,-5837,2018-01-10,v28
2017 SEP,-1095,2018-01-10,v28
2017,-33657,2018-02-09,v29
2017 APR,-840,2018-02-09,v29
2017 AUG,-2995,2018-02-09,v29
2017 DEC,-4896,2018-02-09,v29
2017 FEB,-2537,2018-02-09,v29
2017 JAN,-2619,2018-02-09,v29
2017 JUL,-2584,2018-02-09,v29
2017 JUN,-3740,2018-02-09,v29
2017 MAR,-3897,2018-02-09,v29
2017 MAY,-2174,2018-02-09,v29
2017 NOV,-3652,2018-02-09,v29
2017 OCT,-2260,2018-02-09,v29
2017 Q1,-9053,2018-02-09,v29
2017 Q2,-6754,2018-02-09,v29
2017 Q3,-7042,2018-02-09,v29
2017 Q4,-10808,2018-02-09,v29
2017 SEP,-1463,2018-02-09,v29
2017,-28303,2018-03-09,v30
2017 APR,-803,2018-03-09,v30
2017 AUG,-2329,2018-03-09,v30
2017 DEC,-2492,2018-03-09,v30
2017 FEB,-2450,2018-03-09,v30
2017 JAN,-2583,2018-03-09,v30
2017 JUL,-1994,2018-03-09,v30
2017 JUN,-3609,2018-03-09,v30
2017 MAR,-3890,2018-03-09,v30
2017 MAY,-2131,2018-03-09,v30
2017 NOV,-3093,2018-03-09,v30
2017 OCT,-2185,2018-03-09,v30
2017 Q1,-8923,2018-03-09,v30
2017 Q2,-6543,2018-03-09,v30
2017 Q3,-5067,2018-03-09,v30
2017 Q4,-7770,2018-03-09,v30
2017 SEP,-744,2018-03-09,v30
2018 JAN,-3074,2018-03-09,v30
2017,-28620,2018-04-10,v31
2017 APR,-883,2018-04-10,v31
2017 AUG,-2369,2018-04-10,v31
2017 DEC,-2445,2018-04-10,v31
2017 FEB,-2449,2018-04-10,v31
2017 JAN,-2571,2018-04-10,v31
2017 JUL,-2079,2018-04-10,v31
2017 JUN,-3724,2018-04-10,v31
2017 MAR,-3924,2018-04-10,v31
2017 MAY,-2242,2018-04-10,v31
2017 NOV,-3044,2018-04-10,v31
2017 OCT,-2150,2018-04-10,v31
2017 Q1,-8944,2018-04-10,v31
2017 Q2,-6850,2018-04-10,v31
2017 Q3,-5188,2018-04-10,v31
2017 Q4,-7638,2018-04-10,v31
2017 SEP,-740,2018-04-10,v31
2018 FEB,-965,2018-04-10,v31
2018 JAN,-2949,2018-04-10,v31
2018 FEB,-1176,2018-05-09,v32
2018 JAN,-2623,2018-05-09,v32
2018 MAR,-3091,2018-05-09,v32
2018 Q1,-6890,2018-05-09,v32
2018 APR,-5280,2018-06-10,v34
2018 FEB,-1198,2018-06-10,v34
2018 JAN,-2275,2018-06-10,v34
2018 MAR,-3220,2018-06-10,v34
2018 Q1,-6693,2018-06-10,v34
1998,-6780,2018-07-09,v35
1998 APR,-102,2018-07-09,v35
1998 AUG,-452,2018-07-09,v35
1998 DEC,-879,2018-07-09,v35
1998 FEB,-131,2018-07-09,v35
1998 JAN,541,2018-07-09,v35
1998 JUL,-632,2018-07-09,v35
1998 JUN,-892,2018-07-09,v35
1998 MAR,-463,2018-07-09,v35
1998 MAY,-907,2018-07-09,v35
1998 NOV,-1028,2018-07-09,v35
1998 OCT,-873,2018-07-09,v35
1998 Q1,-53,2018-07-09,v35
1998 Q2,-1901,2018-07-09,v35
1998 Q3,-2046,2018-07-09,v35
1998 Q4,-2780,2018-07-09,v35
1998 SEP,-962,2018-07-09,v35
1999,-14830,2018-07-09,v35
1999 APR,-1168,2018-07-09,v35
1999 AUG,-1271,2018-07-09,v35
1999 DEC,-1196,2018-07-09,v35
1999 FEB,-1329,2018-07-09,v35
1999 JAN,-1346,2018-07-09,v35
1999 JUL,-1547,2018-07-09,v35
1999 JUN,-1718,2018-07-09,v35
1999 MAR,-1152,2018-07-09,v35
1999 MAY,-848,2018-07-09,v35
1999 NOV,-1138,2018-07-09,v35
1999 OCT,-1133,2018-07-09,v35
1999 Q1,-3827,2018-07-09,v35
1999 Q2,-3734,2018-07-09,v35
1999 Q3,-3802,2018-07-09,v35
1999 Q4,-3467,2018-07-09,v35
1999 SEP,-984,2018-07-09,v35
2000,-20723,2018-07-09,v35
2000 APR,-1935,2018-07-09,v35
2000 AUG,-1605,2018-07-09,v35
2000 DEC,-1896,2018-07-09,v35
2000 FEB,-1521,2018-07-09,v35
2000 JAN,-1540,2018-07-09,v35
2000 JUL,-2741,2018-07-09,v35
2000 JUN,-1521,2018-07-09,v35
2000 MAR,-1212,2018-07-09,v35
2000 MAY,-1508,2018-07-09,v35
2000 NOV,-1901,2018-07-09,v35
2000 OCT,-1571,2018-07-09,v35
2000 Q1,-4273,2018-07-09,v35
2000 Q2,-4964,2018-07-09,v35
2000 Q3,-6118,2018-07-09,v35
2000 Q4,-5368,2018-07-09,v35
2000 SEP,-1772,2018-07-09,v35
2001,-27121,2018-07-09,v35
2001 APR,-2360,2018-07-09,v35
2001 AUG,-2998,2018-07-09,v35
2001 DEC,-2559,2018-07-09,v35
2001 FEB,-1786,2018-07-09,v35
2001 JAN,-1590,2018-07-09,v35
2001 JUL,-2393,2018-07-09,v35
2001 JUN,-2894,2018-07-09,v35
2001 MAR,-2222,2018-07-09,v35
2001 MAY,-2351,2018-07-09,v35
2001 NOV,-1906,2018-07-09,v35
2001 OCT,-1870,2018-07-09,v35
2001 Q1,-5598,2018-07-09,v35
2001 Q2,-7605,2018-07-09,v35
2001 Q3,-7583,2018-07-09,v35
2001 Q4,-6335,2018-07-09,v35
2001 SEP,-2192,2018-07-09,v35
2002,-33286,2018-07-09,v35
2002 APR,-3163,2018-07-09,v35
2002 AUG,-2486,2018-07-09,v35
2002 DEC,-2465,2018-07-09,v35
2002 FEB,-2850,2018-07-09,v35
2002 JAN,-1961,2018-07-09,v35
2002 JUL,-2692,2018-07-09,v35
2002 JUN,-3273,2018-07-09,v35
2002 MAR,-2991,2018-07-09,v35
2002 MAY,-2566,2018-07-09,v35
2002 NOV,-3542,2018-07-09,v35
2002 OCT,-3007,2018-07-09,v35
2002 Q1,-7802,2018-07-09,v35
2002 Q2,-9002,2018-07-09,v35
2002 Q3,-7468,2018-07-09,v35
2002 Q4,-9014,2018-07-09,v35
2002 SEP,-2290,2018-07-09,v35
2003,-29953,2018-07-09,v35
2003 APR,-1094,2018-07-09,v35
2003 AUG,-2096,2018-07-09,v35
2003 DEC,-2563,2018-07-09,v35
2003 FEB,-1684,2018-07-09,v35
2003 JAN,-1784,2018-07-09,v35
2003 JUL,-2183,2018-07-09,v35
2003 JUN,-3470,2018-07-09,v35
2003 MAR,-2603,2018-07-09,v35
2003 MAY,-2737,2018-07-09,v35
2003 NOV,-3074,2018-07-09,v35
2003 OCT,-2951,2018-07-09,v35
2003 Q1,-6071,2018-07-09,v35
2003 Q2,-7301,2018-07-09,v35
2003 Q3,-7993,2018-07-09,v35
2003 Q4,-8588,2018-07-09,v35
2003 SEP,-3714,2018-07-09,v35
2004,-33616,2018-07-09,v35
2004 APR,-2516,2018-07-09,v35
2004 AUG,-3286,2018-07-09,v35
2004 DEC,-2230,2018-07-09,v35
2004 FEB,-2357,2018-07-09,v35
2004 JAN,-3483,2018-07-09,v35
2004 JUL,-3130,2018-07-09,v35
2004 JUN,-3141,2018-07-09,v35
2004 MAR,-2252,2018-07-09,v35
2004 MAY,-2821,2018-07-09,v35
2004 NOV,-2289,2018-07-09,v35
2004 OCT,-3278,2018-07-09,v35
2004 Q1,-8092,2018-07-09,v35
2004 Q2,-8478,2018-07-09,v35
2004 Q3,-9249,2018-07-09,v35
2004 Q4,-7797,2018-07-09,v35
2004 SEP,-2833,2018-07-09,v35
2005,-35032,2018-07-09,v35
2005 APR,-3193,2018-07-09,v35
2005 AUG,-3391,2018-07-09,v35
2005 DEC,-3391,2018-07-09,v35
2005 FEB,-2762,2018-07-09,v35
2005 JAN,-3061,2018-07-09,v35
2005 JUL,-2817,2018-07-09,v35
2005 JUN,-2345,2018-07-09,v35
2005 MAR,-2908,2018-07-09,v35
2005 MAY,-2735,2018-07-09,v35
2005 NOV,-3034,2018-07-09,v35
2005 OCT,-2514,2018-07-09,v35
2005 Q1,-8731,2018-07-09,v35
2005 Q2,-8273,2018-07-09,v35
2005 Q3,-9089,2018-07-09,v35
2005 Q4,-8939,2018-07-09,v35
2005 SEP,-2881,2018-07-09,v35
2006,-34359,2018-07-09,v35
2006 APR,-2713,2018-07-09,v35
2006 AUG,-3001,2018-07-09,v35
2006 DEC,-2585,2018-07-09,v35
2006 FEB,-2912,2018-07-09,v35
2006 JAN,-3666,2018-07-09,v35
2006 JUL,-3205,2018-07-09,v35
2006 JUN,-2700,2018-07-09,v35
2006 MAR,-2568,2018-07-09,v35
2006 MAY,-3614,2018-07-09,v35
2006 NOV,-2720,2018-07-09,v35
2006 OCT,-2325,2018-07-09,v35
2006 Q1,-9146,2018-07-09,v35
2006 Q2,-9027,2018-07-09,v35
2006 Q3,-8556,2018-07-09,v35
2006 Q4,-7630,2018-07-09,v35
2006 SEP,-2350,2018-07-09,v35
2007,-35020,2018-07-09,v35
2007 APR,-2068,2018-07-09,v35
2007 AUG,-2917,2018-07-09,v35
2007 DEC,-2824,2018-07-09,v35
2007 FEB,-2825,2018-07-09,v35
2007 JAN,-2371,2018-07-09,v35
2007 JUL,-3468,2018-07-09,v35
2007 JUN,-3105,2018-07-09,v35
2007 MAR,-3782,2018-07-09,v35
2007 MAY,-3073,2018-07-09,v35
2007 NOV,-2582,2018-07-09,v35
2007 OCT,-2785,2018-07-09,v35
2007 Q1,-8978,2018-07-09,v35
2007 Q2,-8246,2018-07-09,v35
2007 Q3,-9605,2018-07-09,v35
2007 Q4,-8191,2018-07-09,v35
2007 SEP,-3220,2018-07-09,v35
2008,-39001,2018-07-09,v35
2008 APR,-3640,2018-07-09,v35
2008 AUG,-2766,2018-07-09,v35
2008 DEC,-1575,2018-07-09,v35
2008 FEB,-4102,2018-07-09,v35
2008 JAN,-3956,2018-07-09,v35
2008 JUL,-3877,2018-07-09,v35
2008 JUN,-4543,2018-07-09,v35
2008 MAR,-3696,2018-07-09,v35
2008 MAY,-3754,2018-07-09,v35
2008 NOV,-2742,2018-07-09,v35
2008 OCT,-2149,2018-07-09,v35
2008 Q1,-11754,2018-07-09,v35
2008 Q2,-11937,2018-07-09,v35
2008 Q3,-8844,2018-07-09,v35
2008 Q4,-6466,2018-07-09,v35
2008 SEP,-2201,2018-07-09,v35
2009,-28325,2018-07-09,v35
2009 APR,-2971,2018-07-09,v35
2009 AUG,-1549,2018-07-09,v35
2009 DEC,-2845,2018-07-09,v35
2009 FEB,-1889,2018-07-09,v35
2009 JAN,-2254,2018-07-09,v35
2009 JUL,-2080,2018-07-09,v35
2009 JUN,-2540,2018-07-09,v35
2009 MAR,-2962,2018-07-09,v35
2009 MAY,-2149,2018-07-09,v35
2009 NOV,-2278,2018-07-09,v35
2009 OCT,-2520,2018-07-09,v35
2009 Q1,-7105,2018-07-09,v35
2009 Q2,-7660,2018-07-09,v35
2009 Q3,-5917,2018-07-09,v35
2009 Q4,-7643,2018-07-09,v35
2009 SEP,-2288,2018-07-09,v35
2010,-35104,2018-07-09,v35
2010 APR,-2637,2018-07-09,v35
2010 AUG,-3535,2018-07-09,v35
2010 DEC,-3681,2018-07-09,v35
2010 FEB,-1130,2018-07-09,v35
2010 JAN,-2973,2018-07-09,v35
2010 JUL,-3490,2018-07-09,v35
2010 JUN,-2862,2018-07-09,v35
2010 MAR,-2984,2018-07-09,v35
2010 MAY,-2802,2018-07-09,v35
2010 NOV,-2785,2018-07-09,v35
2010 OCT,-2674,2018-07-09,v35
2010 Q1,-7087,2018-07-09,v35
2010 Q2,-8301,2018-07-09,v35
2010 Q3,-10576,2018-07-09,v35
2010 Q4,-9140,2018-07-09,v35
2010 SEP,-3551,2018-07-09,v35
2011,-18473,2018-07-09,v35
2011 APR,-36,2018-07-09,v35
2011 AUG,-1240,2018-07-09,v35
2011 DEC,-1345,2018-07-09,v35
2011 FEB,120,2018-07-09,v35
2011 JAN,-1719,2018-07-09,v35
2011 JUL,-1804,2018-07-09,v35
2011 JUN,-1414,2018-07-09,v35
2011 MAR,-2138,2018-07-09,v35
2011 MAY,-1998,2018-07-09,v35
2011 NOV,-2279,2018-07-09,v35
2011 OCT,-1569,2018-07-09,v35
2011 Q1,-3737,2018-07-09,v35
2011 Q2,-3448,2018-07-09,v35
2011 Q3,-6095,2018-07-09,v35
2011 Q4,-5193,2018-07-09,v35
2011 SEP,-3051,2018-07-09,v35
2012,-25596,2018-07-09,v35
2012 APR,-3542,2018-07-09,v35
2012 AUG,-3342,2018-07-09,v35
2012 DEC,-2190,2018-07-09,v35
2012 FEB,-878,2018-07-09,v35
2012 JAN,-1051,2018-07-09,v35
2012 JUL,-966,2018-07-09,v35
2012 JUN,-3707,2018-07-09,v35
2012 MAR,-1641,2018-07-09,v35
2012 MAY,-2308,2018-07-09,v35
2012 NOV,-1701,2018-07-09,v35
2012 OCT,-2675,2018-07-09,v35
2012 Q1,-3570,2018-07-09,v35
2012 Q2,-9557,2018-07-09,v35
2012 Q3,-5903,2018-07-09,v35
2012 Q4,-6566,2018-07-09,v35
2012 SEP,-1595,2018-07-09,v35
2013,-29036,2018-07-09,v35
2013 APR,-624,2018-07-09,v35
2013 AUG,-1849,2018-07-09,v35
2013 DEC,-2334,2018-07-09,v35
2013 FEB,-1232,2018-07-09,v35
2013 JAN,-1042,2018-07-09,v35
2013 JUL,-2757,2018-07-09,v35
2013 JUN,-2610,2018-07-09,v35
2013 MAR,-194,2018-07-09,v35
2013 MAY,-2116,2018-07-09,v35
2013 NOV,-5194,2018-07-09,v35
2013 OCT,-5749,2018-07-09,v35
2013 Q1,-2468,2018-07-09,v35
2013 Q2,-5350,2018-07-09,v35
2013 Q3,-7941,2018-07-09,v35
2013 Q4,-13277,2018-07-09,v35
2013 SEP,-3335,2018-07-09,v35
2014,-29675,2018-07-09,v35
2014 APR,-1873,2018-07-09,v35
2014 AUG,-2609,2018-07-09,v35
2014 DEC,-5382,2018-07-09,v35
2014 FEB,-2428,2018-07-09,v35
2014 JAN,-3555,2018-07-09,v35
2014 JUL,-3441,2018-07-09,v35
2014 JUN,-1727,2018-07-09,v35
2014 MAR,-1731,2018-07-09,v35
2014 MAY,-1352,2018-07-09,v35
2014 NOV,-2160,2018-07-09,v35
2014 OCT,-1652,2018-07-09,v35
2014 Q1,-7714,2018-07-09,v35
2014 Q2,-4952,2018-07-09,v35
2014 Q3,-7815,2018-07-09,v35
2014 Q4,-9194,2018-07-09,v35
2014 SEP,-1765,2018-07-09,v35
2015,-26984,2018-07-09,v35
2015 APR,-1865,2018-07-09,v35
2015 AUG,-1990,2018-07-09,v35
2015 DEC,-137,2018-07-09,v35
2015 FEB,-3375,2018-07-09,v35
2015 JAN,-3434,2018-07-09,v35
2015 JUL,-2920,2018-07-09,v35
2015 JUN,-1528,2018-07-09,v35
2015 MAR,-2640,2018-07-09,v35
2015 MAY,-1580,2018-07-09,v35
2015 NOV,-1852,2018-07-09,v35
2015 OCT,-4304,2018-07-09,v35
2015 Q1,-9449,2018-07-09,v35
2015 Q2,-4973,2018-07-09,v35
2015 Q3,-6269,2018-07-09,v35
2015 Q4,-6293,2018-07-09,v35
2015 SEP,-1359,2018-07-09,v35
2016,-30887,2018-07-09,v35
2016 APR,-2043,2018-07-09,v35
2016 AUG,-4971,2018-07-09,v35
2016 DEC,-2333,2018-07-09,v35
2016 FEB,-2573,2018-07-09,v35
2016 JAN,-539,2018-07-09,v35
2016 JUL,-3279,2018-07-09,v35
2016 JUN,-3307,2018-07-09,v35
2016 MAR,-3589,2018-07-09,v35
2016 MAY,-868,2018-07-09,v35
2016 NOV,-1684,2018-07-09,v35
2016 OCT,-211,2018-07-09,v35
2016 Q1,-6701,2018-07-09,v35
2016 Q2,-6218,2018-07-09,v35
2016 Q3,-13740,2018-07-09,v35
2016 Q4,-4228,2018-07-09,v35
2016 SEP,-5490,2018-07-09,v35
2017,-25886,2018-07-09,v35
2017 APR,-193,2018-07-09,v35
2017 AUG,-3223,2018-07-09,v35
2017 DEC,-1927,2018-07-09,v35
2017 FEB,-1473,2018-07-09,v35
2017 JAN,-1778,2018-07-09,v35
2017 JUL,-2423,2018-07-09,v35
2017 JUN,-4162,2018-07-09,v35
2017 MAR,-3373,2018-07-09,v35
2017 MAY,-2294,2018-07-09,v35
2017 NOV,-2114,2018-07-09,v35
2017 OCT,-1675,2018-07-09,v35
2017 Q1,-6624,2018-07-09,v35
2017 Q2,-6649,2018-07-09,v35
2017 Q3,-6897,2018-07-09,v35
2017 Q4,-5716,2018-07-09,v35
2017 SEP,-1251,2018-07-09,v35
2018 APR,-3087,2018-07-09,v35
2018 FEB,121,2018-07-09,v35
2018 JAN,-1525,2018-07-09,v35
2018 MAR,-2439,2018-07-09,v35
2018 MAY,-2790,2018-07-09,v35
2018 Q1,-3843,2018-07-09,v35
2018 APR,-3579,2018-08-09,v38
2018 JUN,-1861,2018-08-09,v38
2018 MAY,-3141,2018-08-09,v38
2018 Q2,-8581,2018-08-09,v38
2017,-23954,2018-09-09,v39
2017 APR,-454,2018-09-09,v39
2017 AUG,-2868,2018-09-09,v39
2017 DEC,-1310,2018-09-09,v39
2017 FEB,-1593,2018-09-09,v39
2017 JAN,-1856,2018-09-09,v39
2017 JUL,-2195,2018-09-09,v39
2017 JUN,-4201,2018-09-09,v39
2017 MAR,-3458,2018-09-09,v39
2017 MAY,-2403,2018-09-09,v39
2017 NOV,-1692,2018-09-09,v39
2017 OCT,-1312,2018-09-09,v39
2017 Q1,-6907,2018-09-09,v39
2017 Q2,-7058,2018-09-09,v39
2017 Q3,-5675,2018-09-09,v39
2017 Q4,-4314,2018-09-09,v39
2017 SEP,-612,2018-09-09,v39
2018 APR,-2670,2018-09-09,v39
2018 FEB,241,2018-09-09,v39
2018 JAN,-1160,2018-09-09,v39
2018 JUL,-111,2018-09-09,v39
2018 JUN,-942,2018-09-09,v39
2018 MAR,-2300,2018-09-09,v39
2018 MAY,-2305,2018-09-09,v39
2018 Q1,-3219,2018-09-09,v39
2018 Q2,-5917,2018-09-09,v39
2017,-22740,2018-10-09,v41
2017 APR,-518,2018-10-09,v41
2017 AUG,-2619,2018-10-09,v41
2017 DEC,-1129,2018-10-09,v41
2017 FEB,-1712,2018-10-09,v41
2017 JAN,-1941,2018-10-09,v41
2017 JUL,-2021,2018-10-09,v41
2017 JUN,-4113,2018-10-09,v41
2017 MAR,-3569,2018-10-09,v41
2017 MAY,-2397,2018-10-09,v41
2017 NOV,-1413,2018-10-09,v41
2017 OCT,-996,2018-10-09,v41
2017 Q1,-7222,2018-10-09,v41
2017 Q2,-7028,2018-10-09,v41
2017 Q3,-4952,2018-10-09,v41
2017 Q4,-3538,2018-10-09,v41
2017 SEP,-312,2018-10-09,v41
2018 APR,-2748,2018-10-09,v41
