period,value,released,version
1998,-7560,2015-11-06,v1
1998 APR,-323,2015-11-06,v1
1998 AUG,-337,2015-11-06,v1
1998 DEC,-735,2015-11-06,v1
1998 FEB,-318,2015-11-06,v1
1998 JAN,379,2015-11-06,v1
1998 JUL,-778,2015-11-06,v1
1998 JUN,-1079,2015-11-06,v1
1998 MAR,-518,2015-11-06,v1
1998 MAY,-928,2015-11-06,v1
1998 NOV,-1061,2015-11-06,v1
1998 OCT,-804,2015-11-06,v1
1998 Q1,-457,2015-11-06,v1
1998 Q2,-2330,2015-11-06,v1
1998 Q3,-2173,2015-11-06,v1
1998 Q4,-2600,2015-11-06,v1
1998 SEP,-1058,2015-11-06,v1
1999,-15872,2015-11-06,v1
1999 APR,-1100,2015-11-06,v1
1999 AUG,-1277,2015-11-06,v1
1999 DEC,-1652,2015-11-06,v1
1999 FEB,-938,2015-11-06,v1
1999 JAN,-1166,2015-11-06,v1
1999 JUL,-1919,2015-11-06,v1
1999 JUN,-1871,2015-11-06,v1
1999 MAR,-965,2015-11-06,v1
1999 MAY,-752,2015-11-06,v1
1999 NOV,-1642,2015-11-06,v1
1999 OCT,-1355,2015-11-06,v1
1999 Q1,-3069,2015-11-06,v1
1999 Q2,-3723,2015-11-06,v1
1999 Q3,-4431,2015-11-06,v1
1999 Q4,-4649,2015-11-06,v1
1999 SEP,-1235,2015-11-06,v1
2000,-20186,2015-11-06,v1
2000 APR,-1765,2015-11-06,v1
2000 AUG,-1003,2015-11-06,v1
2000 DEC,-2531,2015-11-06,v1
2000 FEB,-1448,2015-11-06,v1
2000 JAN,-1645,2015-11-06,v1
2000 JUL,-1933,2015-11-06,v1
2000 JUN,-1333,2015-11-06,v1
2000 MAR,-1109,2015-11-06,v1
2000 MAY,-1687,2015-11-06,v1
2000 NOV,-2353,2015-11-06,v1
2000 OCT,-1757,2015-11-06,v1
2000 Q1,-4202,2015-11-06,v1
2000 Q2,-4785,2015-11-06,v1
2000 Q3,-4558,2015-11-06,v1
2000 Q4,-6641,2015-11-06,v1
2000 SEP,-1622,2015-11-06,v1
2001,-25961,2015-11-06,v1
2001 APR,-1708,2015-11-06,v1
2001 AUG,-3183,2015-11-06,v1
2001 DEC,-2508,2015-11-06,v1
2001 FEB,-1631,2015-11-06,v1
2001 JAN,-1829,2015-11-06,v1
2001 JUL,-2171,2015-11-06,v1
2001 JUN,-2676,2015-11-06,v1
2001 MAR,-1854,2015-11-06,v1
2001 MAY,-2234,2015-11-06,v1
2001 NOV,-2137,2015-11-06,v1
2001 OCT,-2023,2015-11-06,v1
2001 Q1,-5314,2015-11-06,v1
2001 Q2,-6618,2015-11-06,v1
2001 Q3,-7361,2015-11-06,v1
2001 Q4,-6668,2015-11-06,v1
2001 SEP,-2007,2015-11-06,v1
2002,-32758,2015-11-06,v1
2002 APR,-2948,2015-11-06,v1
2002 AUG,-2901,2015-11-06,v1
2002 DEC,-2272,2015-11-06,v1
2002 FEB,-2242,2015-11-06,v1
2002 JAN,-2013,2015-11-06,v1
2002 JUL,-3151,2015-11-06,v1
2002 JUN,-3413,2015-11-06,v1
2002 MAR,-2496,2015-11-06,v1
2002 MAY,-2621,2015-11-06,v1
2002 NOV,-3525,2015-11-06,v1
2002 OCT,-2973,2015-11-06,v1
2002 Q1,-6751,2015-11-06,v1
2002 Q2,-8982,2015-11-06,v1
2002 Q3,-8255,2015-11-06,v1
2002 Q4,-8770,2015-11-06,v1
2002 SEP,-2203,2015-11-06,v1
2003,-30156,2015-11-06,v1
2003 APR,-1172,2015-11-06,v1
2003 AUG,-1943,2015-11-06,v1
2003 DEC,-2543,2015-11-06,v1
2003 FEB,-2111,2015-11-06,v1
2003 JAN,-2236,2015-11-06,v1
2003 JUL,-1925,2015-11-06,v1
2003 JUN,-3168,2015-11-06,v1
2003 MAR,-3111,2015-11-06,v1
2003 MAY,-2546,2015-11-06,v1
2003 NOV,-3047,2015-11-06,v1
2003 OCT,-2953,2015-11-06,v1
2003 Q1,-7458,2015-11-06,v1
2003 Q2,-6886,2015-11-06,v1
2003 Q3,-7269,2015-11-06,v1
2003 Q4,-8543,2015-11-06,v1
2003 SEP,-3401,2015-11-06,v1
2004,-35258,2015-11-06,v1
2004 APR,-2695,2015-11-06,v1
2004 AUG,-3388,2015-11-06,v1
2004 DEC,-2362,2015-11-06,v1
2004 FEB,-2408,2015-11-06,v1
2004 JAN,-3779,2015-11-06,v1
2004 JUL,-3223,2015-11-06,v1
2004 JUN,-3042,2015-11-06,v1
2004 MAR,-2411,2015-11-06,v1
2004 MAY,-2730,2015-11-06,v1
2004 NOV,-2739,2015-11-06,v1
2004 OCT,-3471,2015-11-06,v1
2004 Q1,-8598,2015-11-06,v1
2004 Q2,-8467,2015-11-06,v1
2004 Q3,-9621,2015-11-06,v1
2004 Q4,-8572,2015-11-06,v1
2004 SEP,-3010,2015-11-06,v1
2005,-36386,2015-11-06,v1
2005 APR,-3754,2015-11-06,v1
2005 AUG,-3424,2015-11-06,v1
2005 DEC,-3346,2015-11-06,v1
2005 FEB,-2971,2015-11-06,v1
2005 JAN,-3405,2015-11-06,v1
2005 JUL,-2710,2015-11-06,v1
2005 JUN,-2422,2015-11-06,v1
2005 MAR,-3171,2015-11-06,v1
2005 MAY,-2870,2015-11-06,v1
2005 NOV,-3304,2015-11-06,v1
2005 OCT,-2412,2015-11-06,v1
2005 Q1,-9547,2015-11-06,v1
2005 Q2,-9046,2015-11-06,v1
2005 Q3,-8731,2015-11-06,v1
2005 Q4,-9062,2015-11-06,v1
2005 SEP,-2597,2015-11-06,v1
2006,-36123,2015-11-06,v1
2006 APR,-1724,2015-11-06,v1
2006 AUG,-3177,2015-11-06,v1
2006 DEC,-4119,2015-11-06,v1
2006 FEB,-2807,2015-11-06,v1
2006 JAN,-3577,2015-11-06,v1
2006 JUL,-2781,2015-11-06,v1
2006 JUN,-2056,2015-11-06,v1
2006 MAR,-2432,2015-11-06,v1
2006 MAY,-2748,2015-11-06,v1
2006 NOV,-4396,2015-11-06,v1
2006 OCT,-3520,2015-11-06,v1
2006 Q1,-8816,2015-11-06,v1
2006 Q2,-6528,2015-11-06,v1
2006 Q3,-8744,2015-11-06,v1
2006 Q4,-12035,2015-11-06,v1
2006 SEP,-2786,2015-11-06,v1
2007,-39733,2015-11-06,v1
2007 APR,-2153,2015-11-06,v1
2007 AUG,-3432,2015-11-06,v1
2007 DEC,-3685,2015-11-06,v1
2007 FEB,-3211,2015-11-06,v1
2007 JAN,-3402,2015-11-06,v1
2007 JUL,-3602,2015-11-06,v1
2007 JUN,-2838,2015-11-06,v1
2007 MAR,-3753,2015-11-06,v1
2007 MAY,-2699,2015-11-06,v1
2007 NOV,-3547,2015-11-06,v1
2007 OCT,-3541,2015-11-06,v1
2007 Q1,-10366,2015-11-06,v1
2007 Q2,-7690,2015-11-06,v1
2007 Q3,-10904,2015-11-06,v1
2007 Q4,-10773,2015-11-06,v1
2007 SEP,-3870,2015-11-06,v1
2008,-46430,2015-11-06,v1
2008 APR,-3836,2015-11-06,v1
2008 AUG,-3744,2015-11-06,v1
2008 DEC,-2521,2015-11-06,v1
2008 FEB,-5077,2015-11-06,v1
2008 JAN,-4996,2015-11-06,v1
2008 JUL,-4002,2015-11-06,v1
2008 JUN,-3787,2015-11-06,v1
2008 MAR,-4340,2015-11-06,v1
2008 MAY,-3267,2015-11-06,v1
2008 NOV,-4104,2015-11-06,v1
2008 OCT,-3603,2015-11-06,v1
2008 Q1,-14413,2015-11-06,v1
2008 Q2,-10890,2015-11-06,v1
2008 Q3,-10899,2015-11-06,v1
2008 Q4,-10228,2015-11-06,v1
2008 SEP,-3153,2015-11-06,v1
2009,-34711,2015-11-06,v1
2009 APR,-3572,2015-11-06,v1
2009 AUG,-2266,2015-11-06,v1
2009 DEC,-3091,2015-11-06,v1
2009 FEB,-2662,2015-11-06,v1
2009 JAN,-3291,2015-11-06,v1
2009 JUL,-2561,2015-11-06,v1
2009 JUN,-2875,2015-11-06,v1
2009 MAR,-3351,2015-11-06,v1
2009 MAY,-2546,2015-11-06,v1
2009 NOV,-2716,2015-11-06,v1
2009 OCT,-3072,2015-11-06,v1
2009 Q1,-9304,2015-11-06,v1
2009 Q2,-8993,2015-11-06,v1
2009 Q3,-7535,2015-11-06,v1
2009 Q4,-8879,2015-11-06,v1
2009 SEP,-2708,2015-11-06,v1
2010,-43045,2015-11-06,v1
2010 APR,-3277,2015-11-06,v1
2010 AUG,-4154,2015-11-06,v1
2010 DEC,-3852,2015-11-06,v1
2010 FEB,-2105,2015-11-06,v1
2010 JAN,-3848,2015-11-06,v1
2010 JUL,-4222,2015-11-06,v1
2010 JUN,-2442,2015-11-06,v1
2010 MAR,-4025,2015-11-06,v1
2010 MAY,-3306,2015-11-06,v1
2010 NOV,-3771,2015-11-06,v1
2010 OCT,-3918,2015-11-06,v1
2010 Q1,-9978,2015-11-06,v1
2010 Q2,-9025,2015-11-06,v1
2010 Q3,-12501,2015-11-06,v1
2010 Q4,-11541,2015-11-06,v1
2010 SEP,-4125,2015-11-06,v1
2011,-26210,2015-11-06,v1
2011 APR,-702,2015-11-06,v1
2011 AUG,-2591,2015-11-06,v1
2011 DEC,-2240,2015-11-06,v1
2011 FEB,-379,2015-11-06,v1
2011 JAN,-1384,2015-11-06,v1
2011 JUL,-2736,2015-11-06,v1
2011 JUN,-1850,2015-11-06,v1
2011 MAR,-1508,2015-11-06,v1
2011 MAY,-2041,2015-11-06,v1
2011 NOV,-3810,2015-11-06,v1
2011 OCT,-2568,2015-11-06,v1
2011 Q1,-3271,2015-11-06,v1
2011 Q2,-4593,2015-11-06,v1
2011 Q3,-9728,2015-11-06,v1
2011 Q4,-8618,2015-11-06,v1
2011 SEP,-4401,2015-11-06,v1
2012,-33883,2015-11-06,v1
2012 APR,-4159,2015-11-06,v1
2012 AUG,-4038,2015-11-06,v1
2012 DEC,-3589,2015-11-06,v1
2012 FEB,-2180,2015-11-06,v1
2012 JAN,-2207,2015-11-06,v1
2012 JUL,-774,2015-11-06,v1
2012 JUN,-3300,2015-11-06,v1
2012 MAR,-2395,2015-11-06,v1
2012 MAY,-2110,2015-11-06,v1
2012 NOV,-3612,2015-11-06,v1
2012 OCT,-3338,2015-11-06,v1
2012 Q1,-6782,2015-11-06,v1
2012 Q2,-9569,2015-11-06,v1
2012 Q3,-6993,2015-11-06,v1
2012 Q4,-10539,2015-11-06,v1
2012 SEP,-2181,2015-11-06,v1
2013,-34233,2015-11-06,v1
2013 APR,-1540,2015-11-06,v1
2013 AUG,-1472,2015-11-06,v1
2013 DEC,-2335,2015-11-06,v1
2013 FEB,-3132,2015-11-06,v1
2013 JAN,-2287,2015-11-06,v1
2013 JUL,-2346,2015-11-06,v1
2013 JUN,-2554,2015-11-06,v1
2013 MAR,-1989,2015-11-06,v1
2013 MAY,-2948,2015-11-06,v1
2013 NOV,-5287,2015-11-06,v1
2013 OCT,-5181,2015-11-06,v1
2013 Q1,-7408,2015-11-06,v1
2013 Q2,-7042,2015-11-06,v1
2013 Q3,-6980,2015-11-06,v1
2013 Q4,-12803,2015-11-06,v1
2013 SEP,-3162,2015-11-06,v1
2014,-34532,2015-11-06,v1
2014 APR,-2490,2015-11-06,v1
2014 AUG,-3022,2015-11-06,v1
2014 DEC,-5385,2015-11-06,v1
2014 FEB,-3352,2015-11-06,v1
2014 JAN,-4164,2015-11-06,v1
2014 JUL,-3586,2015-11-06,v1
2014 JUN,-1639,2015-11-06,v1
2014 MAR,-2471,2015-11-06,v1
2014 MAY,-1672,2015-11-06,v1
2014 NOV,-2554,2015-11-06,v1
2014 OCT,-1532,2015-11-06,v1
2014 Q1,-9987,2015-11-06,v1
2014 Q2,-5801,2015-11-06,v1
2014 Q3,-9273,2015-11-06,v1
2014 Q4,-9471,2015-11-06,v1
2014 SEP,-2665,2015-11-06,v1
2015 APR,-2277,2015-11-06,v1
2015 AUG,-2905,2015-11-06,v1
2015 FEB,-3443,2015-11-06,v1
2015 JAN,-3286,2015-11-06,v1
2015 JUL,-4280,2015-11-06,v1
2015 JUN,-413,2015-11-06,v1
2015 MAR,-3799,2015-11-06,v1
2015 MAY,-769,2015-11-06,v1
2015 Q1,-10528,2015-11-06,v1
2015 Q2,-3459,2015-11-06,v1
2015 Q3,-8538,2015-11-06,v1
2015 SEP,-1353,2015-11-06,v1
2014,-34003,2015-12-10,v2
2014 APR,-2657,2015-12-10,v2
2014 AUG,-3013,2015-12-10,v2
2014 DEC,-5266,2015-12-10,v2
2014 FEB,-2861,2015-12-10,v2
2014 JAN,-3876,2015-12-10,v2
2014 JUL,-3583,2015-12-10,v2
2014 JUN,-2364,2015-12-10,v2
2014 MAR,-2242,2015-12-10,v2
2014 MAY,-1839,2015-12-10,v2
2014 NOV,-2370,2015-12-10,v2
2014 OCT,-1109,2015-12-10,v2
2014 Q1,-8979,2015-12-10,v2
2014 Q2,-6860,2015-12-10,v2
2014 Q3,-9419,2015-12-10,v2
2014 Q4,-8745,2015-12-10,v2
2014 SEP,-2823,2015-12-10,v2
2015 APR,-2194,2015-12-10,v2
2015 AUG,-3223,2015-12-10,v2
2015 FEB,-3181,2015-12-10,v2
2015 JAN,-2981,2015-12-10,v2
2015 JUL,-4512,2015-12-10,v2
2015 JUN,-635,2015-12-10,v2
2015 MAR,-3779,2015-12-10,v2
2015 MAY,-934,2015-12-10,v2
2015 OCT,-4140,2015-12-10,v2
2015 Q1,-9941,2015-12-10,v2
2015 Q2,-3763,2015-12-10,v2
2015 Q3,-8808,2015-12-10,v2
2015 SEP,-1073,2015-12-10,v2
2014 APR,-2552,2016-01-08,v3
2014 AUG,-3042,2016-01-08,v3
2014 DEC,-5467,2016-01-08,v3
2014 FEB,-2995,2016-01-08,v3
2014 JAN,-3993,2016-01-08,v3
2014 JUL,-3476,2016-01-08,v3
2014 JUN,-2149,2016-01-08,v3
2014 MAR,-2287,2016-01-08,v3
2014 MAY,-1631,2016-01-08,v3
2014 NOV,-2565,2016-01-08,v3
2014 OCT,-1287,2016-01-08,v3
2014 Q1,-9275,2016-01-08,v3
2014 Q2,-6332,2016-01-08,v3
2014 Q3,-9476,2016-01-08,v3
2014 Q4,-9319,2016-01-08,v3
2014 SEP,-2958,2016-01-08,v3
2015 APR,-2548,2016-01-08,v3
2015 AUG,-3160,2016-01-08,v3
2015 FEB,-3432,2016-01-08,v3
2015 JAN,-3200,2016-01-08,v3
2015 JUL,-4575,2016-01-08,v3
2015 JUN,-885,2016-01-08,v3
2015 MAR,-4074,2016-01-08,v3
2015 MAY,-1270,2016-01-08,v3
2015 NOV,-3170,2016-01-08,v3
2015 OCT,-3507,2016-01-08,v3
2015 Q1,-10706,2016-01-08,v3
2015 Q2,-4703,2016-01-08,v3
2015 Q3,-8714,2016-01-08,v3
2015 SEP,-979,2016-01-08,v3
2014,-34402,2016-01-08,v4
2015,-34741,2016-01-08,v4
2015 APR,-2584,2016-01-08,v4
2015 AUG,-3058,2016-01-08,v4
2015 DEC,-2709,2016-01-08,v4
2015 FEB,-3554,2016-01-08,v4
2015 JAN,-3337,2016-01-08,v4
2015 JUL,-4558,2016-01-08,v4
2015 JUN,-941,2016-01-08,v4
2015 MAR,-4142,2016-01-08,v4
2015 MAY,-1256,2016-01-08,v4
2015 NOV,-4031,2016-01-08,v4
2015 OCT,-3612,2016-01-08,v4
2015 Q1,-11033,2016-01-08,v4
2015 Q2,-4781,2016-01-08,v4
2015 Q3,-8575,2016-01-08,v4
2015 Q4,-10352,2016-01-08,v4
2015 SEP,-959,2016-01-08,v4
2015,-36630,2016-03-11,v5
2015 APR,-2550,2016-03-11,v5
2015 AUG,-3120,2016-03-11,v5
2015 DEC,-3699,2016-03-11,v5
2015 FEB,-3429,2016-03-11,v5
2015 JAN,-3247,2016-03-11,v5
2015 JUL,-4526,2016-03-11,v5
2015 JUN,-904,2016-03-11,v5
2015 MAR,-4003,2016-03-11,v5
2015 MAY,-1229,2016-03-11,v5
2015 NOV,-4677,2016-03-11,v5
2015 OCT,-4033,2016-03-11,v5
2015 Q1,-10679,2016-03-11,v5
2015 Q2,-4683,2016-03-11,v5
2015 Q3,-8859,2016-03-11,v5
2015 Q4,-12409,2016-03-11,v5
2015 SEP,-1213,2016-03-11,v5
2016 JAN,-3459,2016-03-11,v5
1948,-216,2016-04-08,v6
1949,-181,2016-04-08,v6
1950,-59,2016-04-08,v6
1951,-661,2016-04-08,v6
1952,-151,2016-04-08,v6
1953,-123,2016-04-08,v6
1954,-98,2016-04-08,v6
1955,-277,2016-04-08,v6
1955 Q1,-76,2016-04-08,v6
1955 Q2,-70,2016-04-08,v6
1955 Q3,-77,2016-04-08,v6
1955 Q4,-54,2016-04-08,v6
1956,70,2016-04-08,v6
1956 Q1,-1,2016-04-08,v6
1956 Q2,34,2016-04-08,v6
1956 Q3,8,2016-04-08,v6
1956 Q4,29,2016-04-08,v6
1957,82,2016-04-08,v6
1957 Q1,3,2016-04-08,v6
1957 Q2,12,2016-04-08,v6
1957 Q3,14,2016-04-08,v6
1957 Q4,53,2016-04-08,v6
1958,141,2016-04-08,v6
1958 Q1,71,2016-04-08,v6
1958 Q2,24,2016-04-08,v6
1958 Q3,31,2016-04-08,v6
1958 Q4,15,2016-04-08,v6
1959,-10,2016-04-08,v6
1959 Q1,7,2016-04-08,v6
1959 Q2,5,2016-04-08,v6
1959 Q3,7,2016-04-08,v6
1959 Q4,-29,2016-04-08,v6
1960,-378,2016-04-08,v6
1960 Q1,-49,2016-04-08,v6
1960 Q2,-112,2016-04-08,v6
1960 Q3,-113,2016-04-08,v6
1960 Q4,-104,2016-04-08,v6
1961,-109,2016-04-08,v6
1961 Q1,-50,2016-04-08,v6
1961 Q2,-54,2016-04-08,v6
1961 Q3,3,2016-04-08,v6
1961 Q4,-8,2016-04-08,v6
1962,-70,2016-04-08,v6
1962 Q1,-21,2016-04-08,v6
1962 Q2,-7,2016-04-08,v6
1962 Q3,-29,2016-04-08,v6
1962 Q4,-13,2016-04-08,v6
1963,-139,2016-04-08,v6
1963 Q1,6,2016-04-08,v6
1963 Q2,-29,2016-04-08,v6
1963 Q3,-45,2016-04-08,v6
1963 Q4,-71,2016-04-08,v6
1964,-608,2016-04-08,v6
1964 Q1,-164,2016-04-08,v6
1964 Q2,-120,2016-04-08,v6
1964 Q3,-159,2016-04-08,v6
1964 Q4,-165,2016-04-08,v6
1965,-354,2016-04-08,v6
1965 Q1,-76,2016-04-08,v6
1965 Q2,-102,2016-04-08,v6
1965 Q3,-97,2016-04-08,v6
1965 Q4,-79,2016-04-08,v6
1966,-100,2016-04-08,v6
1966 Q1,-98,2016-04-08,v6
1966 Q2,-74,2016-04-08,v6
1966 Q3,-54,2016-04-08,v6
1966 Q4,126,2016-04-08,v6
1967,-490,2016-04-08,v6
1967 Q1,-14,2016-04-08,v6
1967 Q2,-75,2016-04-08,v6
1967 Q3,-73,2016-04-08,v6
1967 Q4,-328,2016-04-08,v6
1968,-429,2016-04-08,v6
1968 Q1,-152,2016-04-08,v6
1968 Q2,-151,2016-04-08,v6
1968 Q3,-74,2016-04-08,v6
1968 Q4,-52,2016-04-08,v6
1969,109,2016-04-08,v6
1969 Q1,-85,2016-04-08,v6
1969 Q2,18,2016-04-08,v6
1969 Q3,124,2016-04-08,v6
1969 Q4,52,2016-04-08,v6
1970,361,2016-04-08,v6
1970 Q1,202,2016-04-08,v6
1970 Q2,29,2016-04-08,v6
1970 Q3,4,2016-04-08,v6
1970 Q4,126,2016-04-08,v6
1971,738,2016-04-08,v6
1971 Q1,84,2016-04-08,v6
1971 Q2,162,2016-04-08,v6
1971 Q3,283,2016-04-08,v6
1971 Q4,209,2016-04-08,v6
1972,-106,2016-04-08,v6
1972 Q1,56,2016-04-08,v6
1972 Q2,68,2016-04-08,v6
1972 Q3,-188,2016-04-08,v6
1972 Q4,-42,2016-04-08,v6
1973,-1769,2016-04-08,v6
1973 Q1,-251,2016-04-08,v6
1973 Q2,-288,2016-04-08,v6
1973 Q3,-483,2016-04-08,v6
1973 Q4,-747,2016-04-08,v6
1974,-4065,2016-04-08,v6
1974 Q1,-987,2016-04-08,v6
1974 Q2,-1129,2016-04-08,v6
1974 Q3,-967,2016-04-08,v6
1974 Q4,-982,2016-04-08,v6
1975,-1671,2016-04-08,v6
1975 Q1,-514,2016-04-08,v6
1975 Q2,-285,2016-04-08,v6
1975 Q3,-658,2016-04-08,v6
1975 Q4,-214,2016-04-08,v6
1976,-1208,2016-04-08,v6
1976 Q1,110,2016-04-08,v6
1976 Q2,-433,2016-04-08,v6
1976 Q3,-513,2016-04-08,v6
1976 Q4,-372,2016-04-08,v6
1977,1264,2016-04-08,v6
1977 Q1,-130,2016-04-08,v6
1977 Q2,-3,2016-04-08,v6
1977 Q3,734,2016-04-08,v6
1977 Q4,663,2016-04-08,v6
1978,2504,2016-04-08,v6
1978 Q1,404,2016-04-08,v6
1978 Q2,765,2016-04-08,v6
1978 Q3,553,2016-04-08,v6
1978 Q4,782,2016-04-08,v6
1979,1059,2016-04-08,v6
1979 Q1,-452,2016-04-08,v6
1979 Q2,496,2016-04-08,v6
1979 Q3,584,2016-04-08,v6
1979 Q4,431,2016-04-08,v6
1980,5538,2016-04-08,v6
1980 Q1,606,2016-04-08,v6
1980 Q2,740,2016-04-08,v6
1980 Q3,1916,2016-04-08,v6
1980 Q4,2276,2016-04-08,v6
1981,7762,2016-04-08,v6
1981 Q1,2887,2016-04-08,v6
1981 Q2,2278,2016-04-08,v6
1981 Q3,1115,2016-04-08,v6
1981 Q4,1482,2016-04-08,v6
1982,5875,2016-04-08,v6
1982 Q1,1451,2016-04-08,v6
1982 Q2,1025,2016-04-08,v6
1982 Q3,1424,2016-04-08,v6
1982 Q4,1975,2016-04-08,v6
1983,3513,2016-04-08,v6
1983 Q1,1079,2016-04-08,v6
1983 Q2,582,2016-04-08,v6
1983 Q3,1124,2016-04-08,v6
1983 Q4,728,2016-04-08,v6
1984,365,2016-04-08,v6
1984 Q1,945,2016-04-08,v6
1984 Q2,-112,2016-04-08,v6
1984 Q3,-75,2016-04-08,v6
1984 Q4,-393,2016-04-08,v6
1985,4744,2016-04-08,v6
1985 Q1,-223,2016-04-08,v6
1985 Q2,1882,2016-04-08,v6
1985 Q3,1640,2016-04-08,v6
1985 Q4,1445,2016-04-08,v6
1986,-1786,2016-04-08,v6
1986 Q1,590,2016-04-08,v6
1986 Q2,-368,2016-04-08,v6
1986 Q3,-1104,2016-04-08,v6
1986 Q4,-904,2016-04-08,v6
1987,-3167,2016-04-08,v6
1987 Q1,364,2016-04-08,v6
1987 Q2,-692,2016-04-08,v6
1987 Q3,-895,2016-04-08,v6
1987 Q4,-1944,2016-04-08,v6
1988,-14790,2016-04-08,v6
1988 Q1,-2592,2016-04-08,v6
1988 Q2,-3145,2016-04-08,v6
1988 Q3,-3925,2016-04-08,v6
1988 Q4,-5128,2016-04-08,v6
1989,-17975,2016-04-08,v6
1989 Q1,-4907,2016-04-08,v6
1989 Q2,-4893,2016-04-08,v6
1989 Q3,-5028,2016-04-08,v6
1989 Q4,-3147,2016-04-08,v6
1990,-10762,2016-04-08,v6
1990 Q1,-3798,2016-04-08,v6
1990 Q2,-3480,2016-04-08,v6
1990 Q3,-2042,2016-04-08,v6
1990 Q4,-1442,2016-04-08,v6
1991,-2226,2016-04-08,v6
1991 Q1,-1196,2016-04-08,v6
1991 Q2,-238,2016-04-08,v6
1991 Q3,-294,2016-04-08,v6
1991 Q4,-498,2016-04-08,v6
1992,-4549,2016-04-08,v6
1992 Q1,-226,2016-04-08,v6
1992 Q2,-928,2016-04-08,v6
1992 Q3,-1929,2016-04-08,v6
1992 Q4,-1466,2016-04-08,v6
1993,-2285,2016-04-08,v6
1993 Q1,-548,2016-04-08,v6
1993 Q2,-1156,2016-04-08,v6
1993 Q3,-548,2016-04-08,v6
1993 Q4,-33,2016-04-08,v6
1994,135,2016-04-08,v6
1994 Q1,8,2016-04-08,v6
1994 Q2,-551,2016-04-08,v6
1994 Q3,372,2016-04-08,v6
1994 Q4,306,2016-04-08,v6
1995,2642,2016-04-08,v6
1995 Q1,3100,2016-04-08,v6
1995 Q2,-427,2016-04-08,v6
1995 Q3,-779,2016-04-08,v6
1995 Q4,748,2016-04-08,v6
1996,1916,2016-04-08,v6
1996 Q1,-458,2016-04-08,v6
1996 Q2,265,2016-04-08,v6
1996 Q3,798,2016-04-08,v6
1996 Q4,1311,2016-04-08,v6
1997,4140,2016-04-08,v6
1997 APR,196,2016-04-08,v6
1997 AUG,555,2016-04-08,v6
1997 DEC,-165,2016-04-08,v6
1997 FEB,683,2016-04-08,v6
1997 JAN,1081,2016-04-08,v6
1997 JUL,856,2016-04-08,v6
1997 JUN,227,2016-04-08,v6
1997 MAR,275,2016-04-08,v6
1997 MAY,423,2016-04-08,v6
1997 NOV,-184,2016-04-08,v6
1997 OCT,135,2016-04-08,v6
1997 Q1,2101,2016-04-08,v6
1997 Q2,595,2016-04-08,v6
1997 Q3,1677,2016-04-08,v6
1997 Q4,-233,2016-04-08,v6
1997 SEP,377,2016-04-08,v6
2014,-34003,2016-04-08,v6
2015,-36673,2016-04-08,v6
2015 APR,-2571,2016-04-08,v6
2015 AUG,-3155,2016-04-08,v6
2015 DEC,-3601,2016-04-08,v6
2015 FEB,-3470,2016-04-08,v6
2015 JAN,-3276,2016-04-08,v6
2015 JUL,-4562,2016-04-08,v6
2015 JUN,-925,2016-04-08,v6
2015 MAR,-4046,2016-04-08,v6
2015 MAY,-1241,2016-04-08,v6
2015 NOV,-4604,2016-04-08,v6
2015 OCT,-4000,2016-04-08,v6
2015 Q1,-10792,2016-04-08,v6
2015 Q2,-4737,2016-04-08,v6
2015 Q3,-8939,2016-04-08,v6
2015 Q4,-12205,2016-04-08,v6
2015 SEP,-1222,2016-04-08,v6
2016 FEB,-4840,2016-04-08,v6
2016 JAN,-5234,2016-04-08,v6
2014,-34402,2016-05-10,v7
2016 FEB,-4301,2016-05-10,v7
2016 JAN,-5142,2016-05-10,v7
2016 MAR,-3830,2016-05-10,v7
2016 Q1,-13273,2016-05-10,v7
2016 APR,-3294,2016-06-09,v8
2016 FEB,-4451,2016-06-09,v8
2016 JAN,-5207,2016-06-09,v8
2016 MAR,-3532,2016-06-09,v8
2016 Q1,-13190,2016-06-09,v8
1998,-7910,2016-07-08,v9
1998 APR,-449,2016-07-08,v9
1998 AUG,-250,2016-07-08,v9
1998 DEC,-750,2016-07-08,v9
1998 FEB,-371,2016-07-08,v9
1998 JAN,216,2016-07-08,v9
1998 JUL,-884,2016-07-08,v9
1998 JUN,-1334,2016-07-08,v9
1998 MAR,-593,2016-07-08,v9
1998 MAY,-1151,2016-07-08,v9
1998 NOV,-884,2016-07-08,v9
1998 OCT,-597,2016-07-08,v9
1998 Q1,-748,2016-07-08,v9
1998 Q2,-2934,2016-07-08,v9
1998 Q3,-1997,2016-07-08,v9
1998 Q4,-2231,2016-07-08,v9
1998 SEP,-863,2016-07-08,v9
1999,-16169,2016-07-08,v9
1999 APR,-1266,2016-07-08,v9
1999 AUG,-1031,2016-07-08,v9
1999 DEC,-1696,2016-07-08,v9
1999 FEB,-1244,2016-07-08,v9
1999 JAN,-1347,2016-07-08,v9
1999 JUL,-1740,2016-07-08,v9
1999 JUN,-1783,2016-07-08,v9
1999 MAR,-1296,2016-07-08,v9
1999 MAY,-784,2016-07-08,v9
1999 NOV,-1637,2016-07-08,v9
1999 OCT,-1289,2016-07-08,v9
1999 Q1,-3887,2016-07-08,v9
1999 Q2,-3833,2016-07-08,v9
1999 Q3,-3827,2016-07-08,v9
1999 Q4,-4622,2016-07-08,v9
1999 SEP,-1056,2016-07-08,v9
2000,-20439,2016-07-08,v9
2000 APR,-1701,2016-07-08,v9
