period,value,released,version
2023 Q2,33335,2026-07-20,v126
2023 Q3,33357,2026-07-20,v126
2023 Q4,33385,2026-07-20,v126
2023 SEP,33375,2026-07-20,v126
2024,33618,2026-07-20,v126
2024 APR,33358,2026-07-20,v126
2024 AUG,33784,2026-07-20,v126
2024 DEC,33934,2026-07-20,v126
2024 FEB,33347,2026-07-20,v126
2024 JAN,33315,2026-07-20,v126
2024 JUL,33742,2026-07-20,v126
2024 JUN,33572,2026-07-20,v126
2024 MAR,33355,2026-07-20,v126
2024 MAY,33468,2026-07-20,v126
2024 NOV,33871,2026-07-20,v126
2024 OCT,33789,2026-07-20,v126
2024 Q1,33347,2026-07-20,v126
2024 Q2,33468,2026-07-20,v126
2024 Q3,33784,2026-07-20,v126
2024 Q4,33871,2026-07-20,v126
2024 SEP,33783,2026-07-20,v126
2025,34165,2026-07-20,v126
2025 APR,34135,2026-07-20,v126
2025 AUG,34198,2026-07-20,v126
2025 DEC,34312,2026-07-20,v126
2025 FEB,33994,2026-07-20,v126
2025 JAN,34005,2026-07-20,v126
2025 JUN,34235,2026-07-20,v126
2025 MAR,34028,2026-07-20,v126
2025 MAY,34216,2026-07-20,v126
2025 NOV,34253,2026-07-20,v126
2025 OCT,34312,2026-07-20,v126
2025 Q1,33994,2026-07-20,v126
2025 Q2,34216,2026-07-20,v126
2025 Q3,34198,2026-07-20,v126
2025 Q4,34253,2026-07-20,v126
2025 SEP,34222,2026-07-20,v126
2026 APR,34475,2026-07-20,v126
2026 FEB,34386,2026-07-20,v126
2026 MAR,34411,2026-07-20,v126
2026 Q1,34386,2026-07-20,v126
2026 MAY,34469,2026-08-17,current
2026 Q2,34469,2026-08-17,current
