period,value,released,version
2020 SEP,32313,2021-07-14,v70
2021 APR,32180,2021-07-14,v70
2021 FEB,32181,2021-07-14,v70
2021 JAN,32155,2021-07-14,v70
2021 MAR,32174,2021-07-14,v70
2021 Q1,32181,2021-07-14,v70
2021 MAY,32276,2021-08-16,v71
2021 Q2,32276,2021-08-16,v71
2021 JUN,32357,2021-09-13,v72
2021 JUL,32416,2021-10-11,v73
2021 AUG,32523,2021-11-16,v74
2021 Q3,32523,2021-11-16,v74
2021 SEP,32506,2021-12-14,v75
2021 OCT,32475,2022-01-18,v76
2021,32366,2022-02-15,v77
2021 NOV,32485,2022-02-15,v77
2021 Q4,32485,2022-02-15,v77
2021 DEC,32493,2022-03-15,v78
2022 JAN,32485,2022-04-11,v79
2022 FEB,32569,2022-05-16,v80
2022 Q1,32569,2022-05-16,v80
2020 APR,32678,2022-06-13,v81
2020 AUG,32333,2022-06-13,v81
2020 DEC,32126,2022-06-13,v81
2020 FEB,32984,2022-06-13,v81
2020 JUL,32461,2022-06-13,v81
2020 JUN,32549,2022-06-13,v81
2020 MAR,32779,2022-06-13,v81
2020 MAY,32560,2022-06-13,v81
2020 NOV,32159,2022-06-13,v81
2020 OCT,32306,2022-06-13,v81
2020 Q1,32984,2022-06-13,v81
2020 Q2,32560,2022-06-13,v81
2020 Q3,32333,2022-06-13,v81
2020 Q4,32159,2022-06-13,v81
2020 SEP,32309,2022-06-13,v81
2021 APR,32191,2022-06-13,v81
2021 AUG,32592,2022-06-13,v81
2021 DEC,32530,2022-06-13,v81
2021 FEB,32165,2022-06-13,v81
2021 JAN,32168,2022-06-13,v81
2021 JUL,32489,2022-06-13,v81
2021 JUN,32409,2022-06-13,v81
2021 MAY,32303,2022-06-13,v81
2021 NOV,32567,2022-06-13,v81
2021 OCT,32561,2022-06-13,v81
2021 Q1,32165,2022-06-13,v81
2021 Q2,32303,2022-06-13,v81
2021 Q3,32592,2022-06-13,v81
2021 Q4,32567,2022-06-13,v81
2021 SEP,32583,2022-06-13,v81
2022 FEB,32632,2022-06-13,v81
2022 JAN,32566,2022-06-13,v81
2022 MAR,32707,2022-06-13,v81
2022 Q1,32632,2022-06-13,v81
2022 APR,32863,2022-07-18,v82
2020,32509,2022-08-15,v83
2021,32407,2022-08-15,v83
2022 MAY,32792,2022-08-15,v83
2022 Q2,32792,2022-08-15,v83
2022 JUN,32746,2022-09-12,v84
2022 JUL,32754,2022-10-10,v85
2022 AUG,32739,2022-11-15,v86
2022 Q3,32739,2022-11-15,v86
2022 SEP,32773,2022-12-13,v87
2022 OCT,32781,2023-01-17,v88
2022,32744,2023-02-14,v89
2022 NOV,32813,2023-02-14,v89
2022 Q4,32813,2023-02-14,v89
2022 DEC,32839,2023-03-14,v90
2023 JAN,32950,2023-04-17,v91
2023 FEB,32995,2023-05-15,v92
2023 Q1,32995,2023-05-15,v92
2023 MAR,33089,2023-06-12,v93
2023 APR,33053,2023-07-10,v94
2023 MAY,32929,2023-08-14,v95
2023 Q2,32929,2023-08-14,v95
2023 JUN,32882,2024-01-16,v96
2011,29380,2024-02-13,v97
2011 AUG,29283,2024-02-13,v97
2011 DEC,29354,2024-02-13,v97
2011 JUL,29300,2024-02-13,v97
2011 NOV,29349,2024-02-13,v97
2011 OCT,29331,2024-02-13,v97
2011 Q3,29283,2024-02-13,v97
2011 Q4,29349,2024-02-13,v97
2011 SEP,29304,2024-02-13,v97
2012,29714,2024-02-13,v97
2012 APR,29577,2024-02-13,v97
2012 AUG,29778,2024-02-13,v97
2012 DEC,29917,2024-02-13,v97
2012 FEB,29464,2024-02-13,v97
2012 JAN,29390,2024-02-13,v97
2012 JUL,29796,2024-02-13,v97
2012 JUN,29760,2024-02-13,v97
2012 MAR,29503,2024-02-13,v97
2012 MAY,29681,2024-02-13,v97
2012 NOV,29932,2024-02-13,v97
2012 OCT,29872,2024-02-13,v97
2012 Q1,29464,2024-02-13,v97
2012 Q2,29681,2024-02-13,v97
2012 Q3,29778,2024-02-13,v97
2012 Q4,29932,2024-02-13,v97
2012 SEP,29765,2024-02-13,v97
2013,30079,2024-02-13,v97
2013 APR,29894,2024-02-13,v97
2013 AUG,30144,2024-02-13,v97
2013 DEC,30369,2024-02-13,v97
2013 FEB,29869,2024-02-13,v97
2013 JAN,29843,2024-02-13,v97
2013 JUL,30062,2024-02-13,v97
2013 JUN,30031,2024-02-13,v97
2013 MAR,29916,2024-02-13,v97
2013 MAY,29974,2024-02-13,v97
2013 NOV,30330,2024-02-13,v97
2013 OCT,30341,2024-02-13,v97
2013 Q1,29869,2024-02-13,v97
2013 Q2,29974,2024-02-13,v97
2013 Q3,30144,2024-02-13,v97
2013 Q4,30330,2024-02-13,v97
2013 SEP,30261,2024-02-13,v97
2014,30794,2024-02-13,v97
2014 APR,30784,2024-02-13,v97
2014 AUG,30873,2024-02-13,v97
2014 DEC,31039,2024-02-13,v97
2014 FEB,30573,2024-02-13,v97
2014 JAN,30533,2024-02-13,v97
2014 JUL,30828,2024-02-13,v97
2014 JUN,30745,2024-02-13,v97
2014 MAR,30682,2024-02-13,v97
2014 MAY,30747,2024-02-13,v97
2014 NOV,30981,2024-02-13,v97
2014 OCT,30888,2024-02-13,v97
2014 Q1,30573,2024-02-13,v97
2014 Q2,30747,2024-02-13,v97
2014 Q3,30873,2024-02-13,v97
2014 Q4,30981,2024-02-13,v97
2014 SEP,30887,2024-02-13,v97
2015,31314,2024-02-13,v97
2015 APR,31088,2024-02-13,v97
2015 AUG,31361,2024-02-13,v97
2015 DEC,31571,2024-02-13,v97
2015 FEB,31188,2024-02-13,v97
2015 JAN,31156,2024-02-13,v97
2015 JUL,31248,2024-02-13,v97
2015 JUN,31216,2024-02-13,v97
2015 MAR,31160,2024-02-13,v97
2015 MAY,31140,2024-02-13,v97
2015 NOV,31569,2024-02-13,v97
2015 OCT,31542,2024-02-13,v97
2015 Q1,31188,2024-02-13,v97
2015 Q2,31140,2024-02-13,v97
2015 Q3,31361,2024-02-13,v97
2015 Q4,31569,2024-02-13,v97
2015 SEP,31465,2024-02-13,v97
2016,31775,2024-02-13,v97
2016 APR,31743,2024-02-13,v97
2016 AUG,31843,2024-02-13,v97
2016 DEC,31880,2024-02-13,v97
2016 FEB,31603,2024-02-13,v97
2016 JAN,31585,2024-02-13,v97
2016 JUL,31843,2024-02-13,v97
2016 JUN,31811,2024-02-13,v97
2016 MAR,31635,2024-02-13,v97
2016 MAY,31778,2024-02-13,v97
2016 NOV,31877,2024-02-13,v97
2016 OCT,31840,2024-02-13,v97
2016 Q1,31603,2024-02-13,v97
2016 Q2,31778,2024-02-13,v97
2016 Q3,31843,2024-02-13,v97
2016 Q4,31877,2024-02-13,v97
2016 SEP,31826,2024-02-13,v97
2017,32087,2024-02-13,v97
2017 APR,32043,2024-02-13,v97
2017 AUG,32093,2024-02-13,v97
2017 DEC,32265,2024-02-13,v97
2017 FEB,31978,2024-02-13,v97
2017 JAN,31892,2024-02-13,v97
2017 JUL,32135,2024-02-13,v97
2017 JUN,32166,2024-02-13,v97
2017 MAR,31988,2024-02-13,v97
2017 MAY,32098,2024-02-13,v97
2017 NOV,32179,2024-02-13,v97
2017 OCT,32240,2024-02-13,v97
2017 Q1,31978,2024-02-13,v97
2017 Q2,32098,2024-02-13,v97
2017 Q3,32093,2024-02-13,v97
2017 Q4,32179,2024-02-13,v97
2017 SEP,32123,2024-02-13,v97
2018,32458,2024-02-13,v97
2018 APR,32413,2024-02-13,v97
2018 AUG,32448,2024-02-13,v97
2018 DEC,32736,2024-02-13,v97
2018 FEB,32364,2024-02-13,v97
2018 JAN,32286,2024-02-13,v97
2018 JUL,32427,2024-02-13,v97
2018 JUN,32423,2024-02-13,v97
2018 MAR,32409,2024-02-13,v97
2018 MAY,32403,2024-02-13,v97
2018 NOV,32618,2024-02-13,v97
2018 OCT,32562,2024-02-13,v97
2018 Q1,32364,2024-02-13,v97
2018 Q2,32403,2024-02-13,v97
2018 Q3,32448,2024-02-13,v97
2018 Q4,32618,2024-02-13,v97
2018 SEP,32511,2024-02-13,v97
2019,32823,2024-02-13,v97
2019 APR,32775,2024-02-13,v97
2019 AUG,32779,2024-02-13,v97
2019 DEC,33004,2024-02-13,v97
2019 FEB,32721,2024-02-13,v97
2019 JAN,32744,2024-02-13,v97
2019 JUL,32720,2024-02-13,v97
2019 JUN,32806,2024-02-13,v97
2019 MAR,32772,2024-02-13,v97
2019 MAY,32839,2024-02-13,v97
2019 NOV,32954,2024-02-13,v97
2019 OCT,32923,2024-02-13,v97
2019 Q1,32721,2024-02-13,v97
2019 Q2,32839,2024-02-13,v97
2019 Q3,32779,2024-02-13,v97
2019 Q4,32954,2024-02-13,v97
2019 SEP,32825,2024-02-13,v97
2020,32531,2024-02-13,v97
2020 APR,32691,2024-02-13,v97
2020 AUG,32354,2024-02-13,v97
2020 DEC,32170,2024-02-13,v97
2020 FEB,33000,2024-02-13,v97
2020 JAN,33090,2024-02-13,v97
2020 JUL,32476,2024-02-13,v97
2020 JUN,32557,2024-02-13,v97
2020 MAR,32793,2024-02-13,v97
2020 MAY,32571,2024-02-13,v97
2020 NOV,32198,2024-02-13,v97
2020 OCT,32339,2024-02-13,v97
2020 Q1,33000,2024-02-13,v97
2020 Q2,32571,2024-02-13,v97
2020 Q3,32354,2024-02-13,v97
2020 Q4,32198,2024-02-13,v97
2020 SEP,32335,2024-02-13,v97
2021,32493,2024-02-13,v97
2021 APR,32260,2024-02-13,v97
2021 AUG,32687,2024-02-13,v97
2021 DEC,32657,2024-02-13,v97
2021 FEB,32221,2024-02-13,v97
2021 JAN,32218,2024-02-13,v97
2021 JUL,32577,2024-02-13,v97
2021 JUN,32489,2024-02-13,v97
2021 MAR,32236,2024-02-13,v97
2021 MAY,32377,2024-02-13,v97
2021 NOV,32686,2024-02-13,v97
2021 OCT,32673,2024-02-13,v97
2021 Q1,32221,2024-02-13,v97
2021 Q2,32377,2024-02-13,v97
2021 Q3,32687,2024-02-13,v97
2021 Q4,32686,2024-02-13,v97
2021 SEP,32686,2024-02-13,v97
2022,32929,2024-02-13,v97
2022 APR,33021,2024-02-13,v97
2022 AUG,32916,2024-02-13,v97
2022 DEC,33099,2024-02-13,v97
2022 FEB,32775,2024-02-13,v97
2022 JAN,32701,2024-02-13,v97
2022 JUL,32929,2024-02-13,v97
2022 JUN,32920,2024-02-13,v97
2022 MAR,32857,2024-02-13,v97
2022 MAY,32958,2024-02-13,v97
2022 NOV,33067,2024-02-13,v97
2022 OCT,33076,2024-02-13,v97
2022 Q1,32775,2024-02-13,v97
2022 Q2,32958,2024-02-13,v97
2022 Q3,32916,2024-02-13,v97
2022 Q4,33067,2024-02-13,v97
2022 SEP,32951,2024-02-13,v97
2023,33160,2024-02-13,v97
2023 APR,33311,2024-02-13,v97
2023 AUG,33102,2024-02-13,v97
2023 FEB,33201,2024-02-13,v97
2023 JAN,33176,2024-02-13,v97
2023 JUL,33028,2024-02-13,v97
2023 JUN,33082,2024-02-13,v97
2023 MAR,33326,2024-02-13,v97
2023 MAY,33163,2024-02-13,v97
2023 NOV,33174,2024-02-13,v97
2023 OCT,33136,2024-02-13,v97
2023 Q1,33201,2024-02-13,v97
2023 Q2,33163,2024-02-13,v97
2023 Q3,33102,2024-02-13,v97
2023 Q4,33174,2024-02-13,v97
2023 SEP,33196,2024-02-13,v97
2023 DEC,33175,2024-03-12,v98
2023 DEC,33107,2024-04-15,v99
2024 JAN,32980,2024-04-15,v99
2024 FEB,32997,2024-05-13,v100
2024 Q1,32997,2024-05-13,v100
2024 MAR,32967,2024-06-10,v101
2024 APR,32999,2024-07-17,v102
2024 MAY,33094,2024-08-12,v103
2024 Q2,33094,2024-08-12,v103
2024 JUN,33232,2024-09-09,v104
2024 JUL,33372,2024-10-14,v105
2024 AUG,33313,2024-11-12,v106
2024 Q3,33313,2024-11-12,v106
2011,29381,2024-12-17,v107
2011 AUG,29284,2024-12-17,v107
2011 DEC,29358,2024-12-17,v107
2011 NOV,29352,2024-12-17,v107
2011 OCT,29333,2024-12-17,v107
2011 Q3,29284,2024-12-17,v107
2011 Q4,29352,2024-12-17,v107
2011 SEP,29306,2024-12-17,v107
2012,29723,2024-12-17,v107
2012 APR,29585,2024-12-17,v107
2012 AUG,29788,2024-12-17,v107
2012 DEC,29930,2024-12-17,v107
2012 FEB,29470,2024-12-17,v107
2012 JAN,29395,2024-12-17,v107
2012 JUL,29806,2024-12-17,v107
2012 JUN,29768,2024-12-17,v107
2012 MAR,29510,2024-12-17,v107
2012 MAY,29689,2024-12-17,v107
2012 NOV,29945,2024-12-17,v107
2012 OCT,29884,2024-12-17,v107
2012 Q1,29470,2024-12-17,v107
2012 Q2,29689,2024-12-17,v107
2012 Q3,29788,2024-12-17,v107
2012 Q4,29945,2024-12-17,v107
2012 SEP,29776,2024-12-17,v107
2013,30097,2024-12-17,v107
2013 APR,29910,2024-12-17,v107
2013 AUG,30163,2024-12-17,v107
2013 DEC,30390,2024-12-17,v107
2013 FEB,29884,2024-12-17,v107
2013 JAN,29857,2024-12-17,v107
2013 JUL,30080,2024-12-17,v107
2013 JUN,30049,2024-12-17,v107
2013 MAR,29930,2024-12-17,v107
2013 MAY,29990,2024-12-17,v107
2013 NOV,30350,2024-12-17,v107
2013 OCT,30360,2024-12-17,v107
2013 Q1,29884,2024-12-17,v107
2013 Q2,29990,2024-12-17,v107
2013 Q3,30163,2024-12-17,v107
2013 Q4,30350,2024-12-17,v107
2013 SEP,30280,2024-12-17,v107
2014,30818,2024-12-17,v107
2014 APR,30808,2024-12-17,v107
2014 AUG,30899,2024-12-17,v107
2014 DEC,31067,2024-12-17,v107
2014 FEB,30595,2024-12-17,v107
2014 JAN,30555,2024-12-17,v107
2014 JUL,30853,2024-12-17,v107
2014 JUN,30770,2024-12-17,v107
2014 MAR,30705,2024-12-17,v107
2014 MAY,30771,2024-12-17,v107
2014 NOV,31008,2024-12-17,v107
2014 OCT,30915,2024-12-17,v107
2014 Q1,30595,2024-12-17,v107
2014 Q2,30771,2024-12-17,v107
2014 Q3,30899,2024-12-17,v107
2014 Q4,31008,2024-12-17,v107
2014 SEP,30914,2024-12-17,v107
2015,31346,2024-12-17,v107
2015 APR,31118,2024-12-17,v107
2015 AUG,31393,2024-12-17,v107
2015 DEC,31603,2024-12-17,v107
2015 FEB,31218,2024-12-17,v107
2015 JAN,31185,2024-12-17,v107
2015 JUL,31280,2024-12-17,v107
2015 JUN,31247,2024-12-17,v107
2015 MAR,31190,2024-12-17,v107
2015 MAY,31170,2024-12-17,v107
2015 NOV,31602,2024-12-17,v107
2015 OCT,31574,2024-12-17,v107
2015 Q1,31218,2024-12-17,v107
2015 Q2,31170,2024-12-17,v107
2015 Q3,31393,2024-12-17,v107
2015 Q4,31602,2024-12-17,v107
2015 SEP,31497,2024-12-17,v107
2016,31810,2024-12-17,v107
2016 APR,31777,2024-12-17,v107
2016 AUG,31878,2024-12-17,v107
2016 DEC,31918,2024-12-17,v107
2016 FEB,31636,2024-12-17,v107
2016 JAN,31618,2024-12-17,v107
2016 JUL,31878,2024-12-17,v107
2016 JUN,31845,2024-12-17,v107
2016 MAR,31668,2024-12-17,v107
2016 MAY,31813,2024-12-17,v107
2016 NOV,31914,2024-12-17,v107
2016 OCT,31877,2024-12-17,v107
2016 Q1,31636,2024-12-17,v107
2016 Q2,31813,2024-12-17,v107
2016 Q3,31878,2024-12-17,v107
2016 Q4,31914,2024-12-17,v107
2016 SEP,31863,2024-12-17,v107
2017,32128,2024-12-17,v107
2017 APR,32082,2024-12-17,v107
2017 AUG,32134,2024-12-17,v107
2017 DEC,32310,2024-12-17,v107
2017 FEB,32017,2024-12-17,v107
2017 JAN,31931,2024-12-17,v107
2017 JUL,32176,2024-12-17,v107
2017 JUN,32206,2024-12-17,v107
2017 MAR,32027,2024-12-17,v107
2017 MAY,32138,2024-12-17,v107
2017 NOV,32222,2024-12-17,v107
2017 OCT,32283,2024-12-17,v107
2017 Q1,32017,2024-12-17,v107
2017 Q2,32138,2024-12-17,v107
2017 Q3,32134,2024-12-17,v107
2017 Q4,32222,2024-12-17,v107
2017 SEP,32165,2024-12-17,v107
2018,32507,2024-12-17,v107
2018 APR,32459,2024-12-17,v107
2018 AUG,32497,2024-12-17,v107
2018 DEC,32786,2024-12-17,v107
2018 FEB,32410,2024-12-17,v107
2018 JAN,32331,2024-12-17,v107
2018 JUL,32476,2024-12-17,v107
2018 JUN,32471,2024-12-17,v107
2018 MAR,32455,2024-12-17,v107
2018 MAY,32451,2024-12-17,v107
2018 NOV,32669,2024-12-17,v107
2018 OCT,32612,2024-12-17,v107
2018 Q1,32410,2024-12-17,v107
2018 Q2,32451,2024-12-17,v107
2018 Q3,32497,2024-12-17,v107
2018 Q4,32669,2024-12-17,v107
2018 SEP,32560,2024-12-17,v107
2019,32922,2024-12-17,v107
2019 APR,32885,2024-12-17,v107
2019 AUG,32894,2024-12-17,v107
2019 DEC,33103,2024-12-17,v107
2019 FEB,32773,2024-12-17,v107
2019 JAN,32796,2024-12-17,v107
2019 JUL,32876,2024-12-17,v107
2019 JUN,32906,2024-12-17,v107
2019 MAR,32844,2024-12-17,v107
2019 MAY,32965,2024-12-17,v107
2019 NOV,33055,2024-12-17,v107
2019 OCT,33006,2024-12-17,v107
2019 Q1,32773,2024-12-17,v107
2019 Q2,32965,2024-12-17,v107
2019 Q3,32894,2024-12-17,v107
2019 Q4,33055,2024-12-17,v107
2019 SEP,32905,2024-12-17,v107
2020,32556,2024-12-17,v107
2020 APR,32714,2024-12-17,v107
2020 AUG,32352,2024-12-17,v107
2020 DEC,32272,2024-12-17,v107
2020 FEB,32972,2024-12-17,v107
2020 JAN,33183,2024-12-17,v107
2020 JUL,32493,2024-12-17,v107
2020 JUN,32578,2024-12-17,v107
2020 MAR,32820,2024-12-17,v107
2020 MAY,32636,2024-12-17,v107
2020 NOV,32266,2024-12-17,v107
2020 OCT,32358,2024-12-17,v107
2020 Q1,32972,2024-12-17,v107
2020 Q2,32636,2024-12-17,v107
2020 Q3,32352,2024-12-17,v107
2020 Q4,32266,2024-12-17,v107
2020 SEP,32320,2024-12-17,v107
2021,32551,2024-12-17,v107
2021 APR,32339,2024-12-17,v107
2021 AUG,32712,2024-12-17,v107
2021 DEC,32740,2024-12-17,v107
2021 FEB,32308,2024-12-17,v107
2021 JAN,32347,2024-12-17,v107
2021 JUL,32614,2024-12-17,v107
2021 JUN,32525,2024-12-17,v107
2021 MAR,32313,2024-12-17,v107
2021 MAY,32454,2024-12-17,v107
2021 NOV,32729,2024-12-17,v107
2021 OCT,32693,2024-12-17,v107
2021 Q1,32308,2024-12-17,v107
2021 Q2,32454,2024-12-17,v107
2021 Q3,32712,2024-12-17,v107
2021 Q4,32729,2024-12-17,v107
2021 SEP,32690,2024-12-17,v107
2022,32952,2024-12-17,v107
2022 APR,33061,2024-12-17,v107
2022 AUG,32904,2024-12-17,v107
2022 DEC,33164,2024-12-17,v107
2022 FEB,32784,2024-12-17,v107
2022 JAN,32771,2024-12-17,v107
2022 JUL,32925,2024-12-17,v107
2022 JUN,32918,2024-12-17,v107
2022 MAR,32876,2024-12-17,v107
2022 MAY,33007,2024-12-17,v107
2022 NOV,33114,2024-12-17,v107
2022 OCT,33026,2024-12-17,v107
2022 Q1,32784,2024-12-17,v107
2022 Q2,33007,2024-12-17,v107
2022 Q3,32904,2024-12-17,v107
2022 Q4,33114,2024-12-17,v107
2022 SEP,32968,2024-12-17,v107
2023,33345,2024-12-17,v107
2023 APR,33465,2024-12-17,v107
2023 AUG,33326,2024-12-17,v107
2023 DEC,33323,2024-12-17,v107
2023 FEB,33320,2024-12-17,v107
2023 JAN,33252,2024-12-17,v107
2023 JUL,33208,2024-12-17,v107
2023 JUN,33283,2024-12-17,v107
2023 MAR,33476,2024-12-17,v107
2023 MAY,33356,2024-12-17,v107
2023 NOV,33377,2024-12-17,v107
2023 OCT,33345,2024-12-17,v107
2023 Q1,33320,2024-12-17,v107
2023 Q2,33356,2024-12-17,v107
2023 Q3,33326,2024-12-17,v107
2023 Q4,33377,2024-12-17,v107
2023 SEP,33361,2024-12-17,v107
2024 APR,33386,2024-12-17,v107
2024 AUG,33749,2024-12-17,v107
2024 FEB,33331,2024-12-17,v107
2024 JAN,33320,2024-12-17,v107
2024 JUL,33748,2024-12-17,v107
2024 JUN,33597,2024-12-17,v107
2024 MAR,33348,2024-12-17,v107
2024 MAY,33496,2024-12-17,v107
2024 Q1,33331,2024-12-17,v107
2024 Q2,33496,2024-12-17,v107
2024 Q3,33749,2024-12-17,v107
2024 SEP,33770,2024-12-17,v107
2024 OCT,33783,2025-01-21,v108
2024,33608,2025-02-18,v109
2024 NOV,33856,2025-02-18,v109
2024 Q4,33856,2025-02-18,v109
2019,32923,2025-03-20,v110
2019 APR,32882,2025-03-20,v110
2019 AUG,32896,2025-03-20,v110
2019 FEB,32776,2025-03-20,v110
2019 JUL,32875,2025-03-20,v110
2019 MAR,32843,2025-03-20,v110
2019 MAY,32963,2025-03-20,v110
2019 NOV,33057,2025-03-20,v110
2019 OCT,33005,2025-03-20,v110
2019 Q1,32776,2025-03-20,v110
2019 Q2,32963,2025-03-20,v110
2019 Q3,32896,2025-03-20,v110
2019 Q4,33057,2025-03-20,v110
2019 SEP,32907,2025-03-20,v110
2020,32559,2025-03-20,v110
2020 APR,32709,2025-03-20,v110
2020 AUG,32357,2025-03-20,v110
2020 DEC,32270,2025-03-20,v110
2020 FEB,32976,2025-03-20,v110
2020 JAN,33181,2025-03-20,v110
2020 JUL,32491,2025-03-20,v110
2020 JUN,32576,2025-03-20,v110
2020 MAR,32819,2025-03-20,v110
2020 MAY,32634,2025-03-20,v110
2020 NOV,32268,2025-03-20,v110
2020 Q1,32976,2025-03-20,v110
2020 Q2,32634,2025-03-20,v110
2020 Q3,32357,2025-03-20,v110
2020 Q4,32268,2025-03-20,v110
2020 SEP,32323,2025-03-20,v110
2021,32555,2025-03-20,v110
2021 APR,32332,2025-03-20,v110
2021 AUG,32724,2025-03-20,v110
2021 DEC,32735,2025-03-20,v110
2021 FEB,32314,2025-03-20,v110
2021 JAN,32344,2025-03-20,v110
2021 JUL,32613,2025-03-20,v110
2021 JUN,32521,2025-03-20,v110
2021 MAR,32310,2025-03-20,v110
2021 MAY,32450,2025-03-20,v110
2021 NOV,32732,2025-03-20,v110
2021 OCT,32695,2025-03-20,v110
2021 Q1,32314,2025-03-20,v110
2021 Q2,32450,2025-03-20,v110
2021 Q3,32724,2025-03-20,v110
2021 Q4,32732,2025-03-20,v110
2021 SEP,32695,2025-03-20,v110
2022,32957,2025-03-20,v110
2022 APR,33053,2025-03-20,v110
2022 AUG,32921,2025-03-20,v110
2022 DEC,33156,2025-03-20,v110
2022 FEB,32790,2025-03-20,v110
2022 JAN,32767,2025-03-20,v110
2022 JUN,32912,2025-03-20,v110
2022 MAR,32873,2025-03-20,v110
2022 MAY,33002,2025-03-20,v110
2022 NOV,33116,2025-03-20,v110
2022 OCT,33031,2025-03-20,v110
2022 Q1,32790,2025-03-20,v110
2022 Q2,33002,2025-03-20,v110
2022 Q3,32921,2025-03-20,v110
2022 Q4,33116,2025-03-20,v110
2022 SEP,32976,2025-03-20,v110
2023,33351,2025-03-20,v110
2023 APR,33456,2025-03-20,v110
2023 AUG,33350,2025-03-20,v110
2023 DEC,33314,2025-03-20,v110
2023 FEB,33325,2025-03-20,v110
2023 JAN,33247,2025-03-20,v110
2023 JUL,33207,2025-03-20,v110
2023 JUN,33275,2025-03-20,v110
2023 MAR,33473,2025-03-20,v110
2023 MAY,33350,2025-03-20,v110
2023 NOV,33379,2025-03-20,v110
2023 OCT,33350,2025-03-20,v110
2023 Q1,33325,2025-03-20,v110
2023 Q2,33350,2025-03-20,v110
2023 Q3,33350,2025-03-20,v110
2023 Q4,33379,2025-03-20,v110
2023 SEP,33371,2025-03-20,v110
2024,33616,2025-03-20,v110
2024 APR,33376,2025-03-20,v110
2024 AUG,33775,2025-03-20,v110
2024 DEC,33922,2025-03-20,v110
2024 FEB,33335,2025-03-20,v110
2024 JAN,33313,2025-03-20,v110
2024 JUN,33589,2025-03-20,v110
2024 MAR,33344,2025-03-20,v110
2024 MAY,33489,2025-03-20,v110
2024 NOV,33863,2025-03-20,v110
2024 OCT,33790,2025-03-20,v110
2024 Q1,33335,2025-03-20,v110
2024 Q2,33489,2025-03-20,v110
2024 Q3,33775,2025-03-20,v110
2024 Q4,33863,2025-03-20,v110
2024 SEP,33778,2025-03-20,v110
2025 JAN,33996,2025-04-14,v111
2025 FEB,33975,2025-05-12,v112
2025 Q1,33975,2025-05-12,v112
2025 MAR,34011,2025-06-09,v113
2025 APR,34130,2025-07-16,v114
2025 MAY,34214,2025-08-11,v115
2025 Q2,34214,2025-08-11,v115
2025 JUN,34243,2025-09-15,v116
2025 JUL,34221,2025-10-13,v117
2025 AUG,34192,2025-11-11,v118
2025 Q3,34192,2025-11-11,v118
2025 SEP,34226,2025-12-16,v119
2025 OCT,34303,2026-01-20,v120
2025,34156,2026-02-17,v121
2025 NOV,34244,2026-02-17,v121
2025 Q4,34244,2026-02-17,v121
2025 DEC,34310,2026-03-19,v122
2026 JAN,34328,2026-04-20,v123
2026 FEB,34392,2026-05-18,v124
2026 Q1,34392,2026-05-18,v124
2026 MAR,34410,2026-06-17,v125
2020,32560,2026-07-20,v126
2020 APR,32704,2026-07-20,v126
2020 AUG,32361,2026-07-20,v126
2020 DEC,32271,2026-07-20,v126
2020 FEB,32981,2026-07-20,v126
2020 JUL,32489,2026-07-20,v126
2020 JUN,32573,2026-07-20,v126
2020 MAR,32820,2026-07-20,v126
2020 MAY,32628,2026-07-20,v126
2020 NOV,32270,2026-07-20,v126
2020 OCT,32363,2026-07-20,v126
2020 Q1,32981,2026-07-20,v126
2020 Q2,32628,2026-07-20,v126
2020 Q3,32361,2026-07-20,v126
2020 Q4,32270,2026-07-20,v126
2020 SEP,32326,2026-07-20,v126
2021,32556,2026-07-20,v126
2021 APR,32322,2026-07-20,v126
2021 AUG,32727,2026-07-20,v126
2021 DEC,32740,2026-07-20,v126
2021 FEB,32321,2026-07-20,v126
2021 JAN,32343,2026-07-20,v126
2021 JUL,32610,2026-07-20,v126
2021 JUN,32516,2026-07-20,v126
2021 MAR,32313,2026-07-20,v126
2021 MAY,32443,2026-07-20,v126
2021 NOV,32735,2026-07-20,v126
2021 OCT,32701,2026-07-20,v126
2021 Q1,32321,2026-07-20,v126
2021 Q2,32443,2026-07-20,v126
2021 Q3,32727,2026-07-20,v126
2021 Q4,32735,2026-07-20,v126
2021 SEP,32699,2026-07-20,v126
2022,32960,2026-07-20,v126
2022 APR,33037,2026-07-20,v126
2022 AUG,32928,2026-07-20,v126
2022 DEC,33165,2026-07-20,v126
2022 FEB,32799,2026-07-20,v126
2022 JAN,32766,2026-07-20,v126
2022 JUL,32922,2026-07-20,v126
2022 JUN,32903,2026-07-20,v126
2022 MAR,32878,2026-07-20,v126
2022 MAY,32992,2026-07-20,v126
2022 NOV,33121,2026-07-20,v126
2022 OCT,33035,2026-07-20,v126
2022 Q1,32799,2026-07-20,v126
2022 Q2,32992,2026-07-20,v126
2022 Q3,32928,2026-07-20,v126
2022 Q4,33121,2026-07-20,v126
2022 SEP,32980,2026-07-20,v126
2023,33353,2026-07-20,v126
2023 APR,33439,2026-07-20,v126
2023 AUG,33357,2026-07-20,v126
2023 DEC,33325,2026-07-20,v126
2023 FEB,33335,2026-07-20,v126
2023 JUL,33203,2026-07-20,v126
2023 JUN,33262,2026-07-20,v126
2023 MAR,33480,2026-07-20,v126
2023 MAY,33335,2026-07-20,v126
2023 NOV,33385,2026-07-20,v126
2023 OCT,33353,2026-07-20,v126
2023 Q1,33335,2026-07-20,v126
