period,value,released,version
2016 Q1,314,2018-06-20,v28
2016 Q2,21054,2018-06-20,v28
2016 Q3,13986,2018-06-20,v28
2016 Q4,21441,2018-06-20,v28
2016 SEP,6628,2018-06-20,v28
2017,37025,2018-06-20,v28
2017 APR,8991,2018-06-20,v28
2017 AUG,4239,2018-06-20,v28
2017 DEC,2488,2018-06-20,v28
2017 FEB,-1213,2018-06-20,v28
2017 JAN,-11656,2018-06-20,v28
2017 JUL,-1023,2018-06-20,v28
2017 JUN,6251,2018-06-20,v28
2017 MAR,2065,2018-06-20,v28
2017 MAY,6966,2018-06-20,v28
2017 NOV,7897,2018-06-20,v28
2017 OCT,7174,2018-06-20,v28
2017 Q1,-10804,2018-06-20,v28
2017 Q2,22208,2018-06-20,v28
2017 Q3,8062,2018-06-20,v28
2017 Q4,17559,2018-06-20,v28
2017 SEP,4846,2018-06-20,v28
2018 APR,6878,2018-06-20,v28
2018 FEB,871,2018-06-20,v28
2018 JAN,-9770,2018-06-20,v28
2018 MAR,521,2018-06-20,v28
2018 MAY,4966,2018-06-20,v28
2018 Q1,-8378,2018-06-20,v28
2016,56801,2018-07-19,v29
2016 DEC,5046,2018-07-19,v29
2016 NOV,8890,2018-07-19,v29
2016 OCT,7510,2018-07-19,v29
2016 Q3,13987,2018-07-19,v29
2016 Q4,21446,2018-07-19,v29
2016 SEP,6629,2018-07-19,v29
2017,36959,2018-07-19,v29
2017 APR,8981,2018-07-19,v29
2017 AUG,4224,2018-07-19,v29
2017 DEC,2533,2018-07-19,v29
2017 FEB,-1212,2018-07-19,v29
2017 JUL,-1033,2018-07-19,v29
2017 JUN,6239,2018-07-19,v29
2017 MAR,2067,2018-07-19,v29
2017 MAY,6954,2018-07-19,v29
2017 NOV,7878,2018-07-19,v29
2017 OCT,7156,2018-07-19,v29
2017 Q1,-10801,2018-07-19,v29
2017 Q2,22174,2018-07-19,v29
2017 Q3,8019,2018-07-19,v29
2017 Q4,17567,2018-07-19,v29
2017 SEP,4828,2018-07-19,v29
2018 APR,6648,2018-07-19,v29
2018 FEB,958,2018-07-19,v29
2018 JAN,-9689,2018-07-19,v29
2018 JUN,5394,2018-07-19,v29
2018 MAR,328,2018-07-19,v29
2018 MAY,4716,2018-07-19,v29
2018 Q1,-8403,2018-07-19,v29
2018 Q2,16758,2018-07-19,v29
2013,99267,2018-08-20,v30
2013 JUN,8822,2018-08-20,v30
2013 MAR,8488,2018-08-20,v30
2013 Q1,12854,2018-08-20,v30
2013 Q2,28805,2018-08-20,v30
2014,97026,2018-08-20,v30
2014 FEB,8255,2018-08-20,v30
2014 JAN,-2034,2018-08-20,v30
2014 MAR,5585,2018-08-20,v30
2014 Q1,11806,2018-08-20,v30
2015,77418,2018-08-20,v30
2015 JUN,7820,2018-08-20,v30
2015 MAR,5449,2018-08-20,v30
2015 Q1,5272,2018-08-20,v30
2015 Q2,24760,2018-08-20,v30
2016,56828,2018-08-20,v30
2016 DEC,5063,2018-08-20,v30
2016 NOV,8897,2018-08-20,v30
2016 OCT,7513,2018-08-20,v30
2016 Q4,21473,2018-08-20,v30
2017,37288,2018-08-20,v30
2017 APR,9006,2018-08-20,v30
2017 AUG,4269,2018-08-20,v30
2017 DEC,2536,2018-08-20,v30
2017 FEB,-1194,2018-08-20,v30
2017 JAN,-11640,2018-08-20,v30
2017 JUL,-981,2018-08-20,v30
2017 JUN,6263,2018-08-20,v30
2017 MAR,2086,2018-08-20,v30
2017 MAY,6984,2018-08-20,v30
2017 NOV,7928,2018-08-20,v30
2017 OCT,7158,2018-08-20,v30
2017 Q1,-10748,2018-08-20,v30
2017 Q2,22253,2018-08-20,v30
2017 Q3,8161,2018-08-20,v30
2017 Q4,17622,2018-08-20,v30
2017 SEP,4873,2018-08-20,v30
2018 APR,5963,2018-08-20,v30
2018 FEB,923,2018-08-20,v30
2018 JAN,-9716,2018-08-20,v30
2018 JUL,-2008,2018-08-20,v30
2018 JUN,4177,2018-08-20,v30
2018 MAR,169,2018-08-20,v30
2018 MAY,4641,2018-08-20,v30
2018 Q1,-8624,2018-08-20,v30
2018 Q2,14781,2018-08-20,v30
2011,117070,2018-09-20,v31
2011 APR,11509,2018-09-20,v31
2011 AUG,9461,2018-09-20,v31
2011 DEC,13621,2018-09-20,v31
2011 JUL,4639,2018-09-20,v31
2011 JUN,10082,2018-09-20,v31
2011 MAY,9876,2018-09-20,v31
2011 NOV,13298,2018-09-20,v31
2011 OCT,12740,2018-09-20,v31
2011 Q2,31467,2018-09-20,v31
2011 Q3,25498,2018-09-20,v31
2011 Q4,39659,2018-09-20,v31
2011 SEP,11398,2018-09-20,v31
2012,127479,2018-09-20,v31
2012 APR,21186,2018-09-20,v31
2012 AUG,10142,2018-09-20,v31
2012 DEC,13855,2018-09-20,v31
2012 FEB,9060,2018-09-20,v31
2012 JAN,-914,2018-09-20,v31
2012 JUL,2484,2018-09-20,v31
2012 JUN,9436,2018-09-20,v31
2012 MAR,11903,2018-09-20,v31
2012 MAY,13463,2018-09-20,v31
2012 NOV,14303,2018-09-20,v31
2012 OCT,12126,2018-09-20,v31
2012 Q1,20049,2018-09-20,v31
2012 Q2,44085,2018-09-20,v31
2012 Q3,23061,2018-09-20,v31
2012 Q4,40284,2018-09-20,v31
2012 SEP,10435,2018-09-20,v31
2013,99773,2018-09-20,v31
2013 APR,10271,2018-09-20,v31
2013 FEB,6587,2018-09-20,v31
2013 JAN,-1883,2018-09-20,v31
2013 JUN,8818,2018-09-20,v31
2013 MAR,8656,2018-09-20,v31
2013 MAY,9716,2018-09-20,v31
2013 Q1,13360,2018-09-20,v31
2014 AUG,8602,2018-09-20,v31
2014 FEB,8254,2018-09-20,v31
2014 JAN,-2035,2018-09-20,v31
2014 JUL,3381,2018-09-20,v31
2014 MAR,5587,2018-09-20,v31
2014 SEP,9484,2018-09-20,v31
2015 APR,9386,2018-09-20,v31
2015 AUG,8670,2018-09-20,v31
2015 JUL,1959,2018-09-20,v31
2015 JUN,7824,2018-09-20,v31
2015 MAY,7550,2018-09-20,v31
2015 SEP,7900,2018-09-20,v31
2016,56564,2018-09-20,v31
2016 APR,9063,2018-09-20,v31
2016 AUG,6900,2018-09-20,v31
2016 DEC,5020,2018-09-20,v31
2016 FEB,4701,2018-09-20,v31
2016 JAN,-8886,2018-09-20,v31
2016 JUL,410,2018-09-20,v31
2016 JUN,4851,2018-09-20,v31
2016 MAR,4499,2018-09-20,v31
2016 MAY,7064,2018-09-20,v31
2016 NOV,8854,2018-09-20,v31
2016 OCT,7487,2018-09-20,v31
2016 Q2,20978,2018-09-20,v31
2016 Q3,13911,2018-09-20,v31
2016 Q4,21361,2018-09-20,v31
2016 SEP,6601,2018-09-20,v31
2017,37489,2018-09-20,v31
2017 APR,8962,2018-09-20,v31
2017 AUG,4345,2018-09-20,v31
2017 DEC,2604,2018-09-20,v31
2017 FEB,-1219,2018-09-20,v31
2017 JAN,-11665,2018-09-20,v31
2017 JUL,-905,2018-09-20,v31
2017 JUN,6219,2018-09-20,v31
2017 MAR,2071,2018-09-20,v31
2017 MAY,6940,2018-09-20,v31
2017 NOV,7986,2018-09-20,v31
2017 OCT,7199,2018-09-20,v31
2017 Q1,-10813,2018-09-20,v31
2017 Q2,22121,2018-09-20,v31
2017 Q3,8392,2018-09-20,v31
2017 Q4,17789,2018-09-20,v31
2017 SEP,4952,2018-09-20,v31
2018 APR,6031,2018-09-20,v31
2018 AUG,6753,2018-09-20,v31
2018 FEB,990,2018-09-20,v31
2018 JAN,-9653,2018-09-20,v31
2018 JUL,-3072,2018-09-20,v31
2018 JUN,3635,2018-09-20,v31
2018 MAR,238,2018-09-20,v31
2018 MAY,4411,2018-09-20,v31
2018 Q1,-8425,2018-09-20,v31
2018 Q2,14077,2018-09-20,v31
2007 DEC,5340,2018-10-18,v32
2007 NOV,8408,2018-10-18,v32
2007 OCT,6153,2018-10-18,v32
2008 APR,6446,2018-10-18,v32
2008 JUN,6917,2018-10-18,v32
2008 MAY,7844,2018-10-18,v32
2009 APR,10516,2018-10-18,v32
2009 DEC,20964,2018-10-18,v32
2009 JUN,16447,2018-10-18,v32
2009 MAY,13643,2018-10-18,v32
2009 NOV,16691,2018-10-18,v32
2009 OCT,14451,2018-10-18,v32
2010 AUG,11491,2018-10-18,v32
2010 FEB,8354,2018-10-18,v32
2010 JAN,5930,2018-10-18,v32
2010 JUL,9142,2018-10-18,v32
2010 MAR,12142,2018-10-18,v32
2010 SEP,12695,2018-10-18,v32
2016,56585,2018-10-18,v32
2016 DEC,5041,2018-10-18,v32
2016 Q4,21382,2018-10-18,v32
2017,37618,2018-10-18,v32
2017 APR,8970,2018-10-18,v32
2017 AUG,4347,2018-10-18,v32
2017 DEC,2585,2018-10-18,v32
2017 FEB,-1197,2018-10-18,v32
2017 JAN,-11643,2018-10-18,v32
2017 JUL,-886,2018-10-18,v32
2017 JUN,6224,2018-10-18,v32
2017 MAR,2093,2018-10-18,v32
2017 MAY,6957,2018-10-18,v32
2017 NOV,8001,2018-10-18,v32
2017 OCT,7209,2018-10-18,v32
2017 Q1,-10747,2018-10-18,v32
2017 Q2,22151,2018-10-18,v32
2017 Q3,8419,2018-10-18,v32
2017 Q4,17795,2018-10-18,v32
2017 SEP,4958,2018-10-18,v32
2018 APR,5696,2018-10-18,v32
2018 AUG,5623,2018-10-18,v32
2018 FEB,1001,2018-10-18,v32
2018 JAN,-9648,2018-10-18,v32
2018 JUL,-3615,2018-10-18,v32
2018 JUN,3684,2018-10-18,v32
2018 MAR,91,2018-10-18,v32
2018 MAY,4373,2018-10-18,v32
2018 Q1,-8556,2018-10-18,v32
2018 Q2,13753,2018-10-18,v32
2018 Q3,6131,2018-10-18,v32
2018 SEP,4123,2018-10-18,v32
2017,37793,2018-11-21,v33
2017 APR,8971,2018-11-21,v33
2017 AUG,4369,2018-11-21,v33
2017 DEC,2614,2018-11-21,v33
2017 FEB,-1206,2018-11-21,v33
2017 JAN,-11651,2018-11-21,v33
2017 JUL,-866,2018-11-21,v33
2017 JUN,6241,2018-11-21,v33
2017 MAR,2112,2018-11-21,v33
2017 MAY,6965,2018-11-21,v33
2017 NOV,8028,2018-11-21,v33
2017 OCT,7235,2018-11-21,v33
2017 Q1,-10745,2018-11-21,v33
2017 Q2,22177,2018-11-21,v33
2017 Q3,8484,2018-11-21,v33
2017 Q4,17877,2018-11-21,v33
2017 SEP,4981,2018-11-21,v33
2018 APR,5838,2018-11-21,v33
2018 AUG,5272,2018-11-21,v33
2018 FEB,1033,2018-11-21,v33
2018 JAN,-9618,2018-11-21,v33
2018 JUL,-3879,2018-11-21,v33
2018 JUN,3448,2018-11-21,v33
2018 MAR,99,2018-11-21,v33
2018 MAY,4349,2018-11-21,v33
2018 OCT,8820,2018-11-21,v33
2018 Q1,-8486,2018-11-21,v33
2018 Q2,13635,2018-11-21,v33
2018 Q3,4238,2018-11-21,v33
2018 SEP,2845,2018-11-21,v33
2007 APR,3376,2018-12-21,v34
2007 DEC,5338,2018-12-21,v34
2007 JUN,4310,2018-12-21,v34
2007 MAY,5256,2018-12-21,v34
2007 NOV,8409,2018-12-21,v34
2007 OCT,6154,2018-12-21,v34
2008 APR,6447,2018-12-21,v34
2008 AUG,8688,2018-12-21,v34
2008 DEC,15319,2018-12-21,v34
2008 FEB,2297,2018-12-21,v34
2008 JAN,-6683,2018-12-21,v34
2008 JUL,3403,2018-12-21,v34
2008 JUN,6915,2018-12-21,v34
2008 MAR,5135,2018-12-21,v34
2008 MAY,7845,2018-12-21,v34
2008 NOV,15083,2018-12-21,v34
2008 OCT,10767,2018-12-21,v34
2008 SEP,10206,2018-12-21,v34
2009 APR,10514,2018-12-21,v34
2009 JUN,16451,2018-12-21,v34
2009 MAY,13641,2018-12-21,v34
2010 APR,8897,2018-12-21,v34
2010 AUG,11489,2018-12-21,v34
2010 DEC,16825,2018-12-21,v34
2010 JUL,9140,2018-12-21,v34
2010 JUN,12211,2018-12-21,v34
2010 MAY,13474,2018-12-21,v34
2010 NOV,17476,2018-12-21,v34
2010 OCT,14161,2018-12-21,v34
2010 SEP,12699,2018-12-21,v34
2011 APR,11508,2018-12-21,v34
2011 DEC,13623,2018-12-21,v34
2011 FEB,8431,2018-12-21,v34
2011 JAN,-335,2018-12-21,v34
2011 JUN,10084,2018-12-21,v34
2011 MAR,12350,2018-12-21,v34
2011 MAY,9875,2018-12-21,v34
2011 NOV,13297,2018-12-21,v34
2011 OCT,12739,2018-12-21,v34
2012 APR,21188,2018-12-21,v34
2012 AUG,10143,2018-12-21,v34
2012 DEC,13853,2018-12-21,v34
2012 FEB,9061,2018-12-21,v34
2012 JAN,-913,2018-12-21,v34
2012 JUL,2485,2018-12-21,v34
2012 JUN,9432,2018-12-21,v34
2012 MAR,11901,2018-12-21,v34
2012 MAY,13465,2018-12-21,v34
2012 NOV,14304,2018-12-21,v34
2012 OCT,12127,2018-12-21,v34
2012 SEP,10433,2018-12-21,v34
2013 APR,10272,2018-12-21,v34
2013 JUN,8816,2018-12-21,v34
2013 MAY,9717,2018-12-21,v34
2014 AUG,8601,2018-12-21,v34
2014 JUL,3380,2018-12-21,v34
2014 SEP,9486,2018-12-21,v34
2015 FEB,5414,2018-12-21,v34
2015 JAN,-5587,2018-12-21,v34
2015 MAR,5445,2018-12-21,v34
2016,56583,2018-12-21,v34
2016 FEB,4700,2018-12-21,v34
2016 JAN,-8887,2018-12-21,v34
2016 JUN,4850,2018-12-21,v34
2016 MAR,4501,2018-12-21,v34
2016 Q2,20977,2018-12-21,v34
2016 Q3,13910,2018-12-21,v34
2016 SEP,6600,2018-12-21,v34
2017,38393,2018-12-21,v34
2017 APR,9029,2018-12-21,v34
2017 AUG,4435,2018-12-21,v34
2017 DEC,2684,2018-12-21,v34
2017 FEB,-1201,2018-12-21,v34
2017 JAN,-11649,2018-12-21,v34
2017 JUL,-800,2018-12-21,v34
2017 JUN,6303,2018-12-21,v34
2017 MAR,2110,2018-12-21,v34
2017 MAY,7024,2018-12-21,v34
2017 NOV,8105,2018-12-21,v34
2017 OCT,7311,2018-12-21,v34
2017 Q1,-10740,2018-12-21,v34
2017 Q2,22356,2018-12-21,v34
2017 Q3,8677,2018-12-21,v34
2017 Q4,18100,2018-12-21,v34
2017 SEP,5042,2018-12-21,v34
2018 APR,5697,2018-12-21,v34
2018 AUG,6020,2018-12-21,v34
2018 FEB,1308,2018-12-21,v34
2018 JAN,-9340,2018-12-21,v34
2018 JUL,-3479,2018-12-21,v34
2018 JUN,3375,2018-12-21,v34
2018 MAR,372,2018-12-21,v34
2018 MAY,4319,2018-12-21,v34
2018 NOV,7209,2018-12-21,v34
2018 OCT,6433,2018-12-21,v34
2018 Q1,-7660,2018-12-21,v34
2018 Q2,13391,2018-12-21,v34
2018 Q3,5770,2018-12-21,v34
2018 SEP,3229,2018-12-21,v34
2010,142551,2019-01-22,v35
2010 APR,8871,2019-01-22,v35
2010 AUG,11461,2019-01-22,v35
2010 DEC,16803,2019-01-22,v35
2010 JUL,9110,2019-01-22,v35
2010 JUN,12179,2019-01-22,v35
2010 MAY,13452,2019-01-22,v35
2010 NOV,17448,2019-01-22,v35
2010 OCT,14130,2019-01-22,v35
2010 Q2,34502,2019-01-22,v35
2010 Q3,33242,2019-01-22,v35
2010 Q4,48381,2019-01-22,v35
2010 SEP,12671,2019-01-22,v35
2011,116703,2019-01-22,v35
2011 APR,11480,2019-01-22,v35
2011 AUG,9430,2019-01-22,v35
2011 DEC,13598,2019-01-22,v35
2011 FEB,8401,2019-01-22,v35
2011 JAN,-364,2019-01-22,v35
2011 JUL,4606,2019-01-22,v35
2011 JUN,10049,2019-01-22,v35
2011 MAR,12313,2019-01-22,v35
2011 MAY,9851,2019-01-22,v35
2011 NOV,13266,2019-01-22,v35
2011 OCT,12705,2019-01-22,v35
2011 Q1,20350,2019-01-22,v35
2011 Q2,31380,2019-01-22,v35
2011 Q3,25404,2019-01-22,v35
2011 Q4,39569,2019-01-22,v35
2011 SEP,11368,2019-01-22,v35
2012,127022,2019-01-22,v35
2012 APR,21151,2019-01-22,v35
2012 AUG,10103,2019-01-22,v35
2012 DEC,13821,2019-01-22,v35
2012 FEB,9028,2019-01-22,v35
2012 JAN,-944,2019-01-22,v35
2012 JUL,2442,2019-01-22,v35
2012 JUN,9387,2019-01-22,v35
2012 MAR,11861,2019-01-22,v35
2012 MAY,13433,2019-01-22,v35
2012 NOV,14264,2019-01-22,v35
2012 OCT,12083,2019-01-22,v35
2012 Q1,19945,2019-01-22,v35
2012 Q2,43971,2019-01-22,v35
2012 Q3,22938,2019-01-22,v35
2012 Q4,40168,2019-01-22,v35
2012 SEP,10393,2019-01-22,v35
2013,99272,2019-01-22,v35
2013 APR,10239,2019-01-22,v35
2013 AUG,8729,2019-01-22,v35
2013 DEC,10810,2019-01-22,v35
2013 FEB,6544,2019-01-22,v35
2013 JAN,-1924,2019-01-22,v35
2013 JUL,3733,2019-01-22,v35
2013 JUN,8776,2019-01-22,v35
2013 MAR,8603,2019-01-22,v35
2013 MAY,9673,2019-01-22,v35
2013 NOV,13647,2019-01-22,v35
2013 OCT,11452,2019-01-22,v35
2013 Q1,13223,2019-01-22,v35
2013 Q2,28688,2019-01-22,v35
2013 Q3,21452,2019-01-22,v35
2013 Q4,35909,2019-01-22,v35
2013 SEP,8990,2019-01-22,v35
2014,96407,2019-01-22,v35
2014 APR,10616,2019-01-22,v35
2014 AUG,8551,2019-01-22,v35
2014 DEC,11971,2019-01-22,v35
2014 FEB,8205,2019-01-22,v35
2014 JAN,-2082,2019-01-22,v35
2014 JUL,3333,2019-01-22,v35
2014 JUN,8239,2019-01-22,v35
2014 MAR,5496,2019-01-22,v35
2014 MAY,10477,2019-01-22,v35
2014 NOV,10966,2019-01-22,v35
2014 OCT,11179,2019-01-22,v35
2014 Q1,11619,2019-01-22,v35
2014 Q2,29332,2019-01-22,v35
2014 Q3,21340,2019-01-22,v35
2014 Q4,34116,2019-01-22,v35
2014 SEP,9456,2019-01-22,v35
2015,76795,2019-01-22,v35
2015 APR,9336,2019-01-22,v35
2015 AUG,8618,2019-01-22,v35
2015 DEC,7167,2019-01-22,v35
2015 FEB,5346,2019-01-22,v35
2015 JAN,-5628,2019-01-22,v35
2015 JUL,1909,2019-01-22,v35
2015 JUN,7782,2019-01-22,v35
2015 MAR,5364,2019-01-22,v35
2015 MAY,7507,2019-01-22,v35
2015 NOV,11258,2019-01-22,v35
2015 OCT,10298,2019-01-22,v35
2015 Q1,5082,2019-01-22,v35
2015 Q2,24625,2019-01-22,v35
2015 Q3,18365,2019-01-22,v35
2015 Q4,28723,2019-01-22,v35
2015 SEP,7838,2019-01-22,v35
2016,55877,2019-01-22,v35
2016 APR,9004,2019-01-22,v35
2016 AUG,6840,2019-01-22,v35
2016 DEC,4976,2019-01-22,v35
2016 FEB,4645,2019-01-22,v35
2016 JAN,-8963,2019-01-22,v35
2016 JUL,340,2019-01-22,v35
2016 JUN,4781,2019-01-22,v35
2016 MAR,4445,2019-01-22,v35
2016 MAY,7029,2019-01-22,v35
2016 NOV,8798,2019-01-22,v35
2016 OCT,7434,2019-01-22,v35
2016 Q1,127,2019-01-22,v35
2016 Q2,20814,2019-01-22,v35
2016 Q3,13728,2019-01-22,v35
2016 Q4,21208,2019-01-22,v35
2016 SEP,6548,2019-01-22,v35
2017,38129,2019-01-22,v35
2017 APR,9062,2019-01-22,v35
2017 AUG,4406,2019-01-22,v35
2017 DEC,2674,2019-01-22,v35
2017 FEB,-1242,2019-01-22,v35
2017 JAN,-11705,2019-01-22,v35
2017 JUL,-833,2019-01-22,v35
2017 JUN,6279,2019-01-22,v35
2017 MAR,2082,2019-01-22,v35
2017 MAY,7025,2019-01-22,v35
2017 NOV,8014,2019-01-22,v35
2017 OCT,7356,2019-01-22,v35
2017 Q1,-10865,2019-01-22,v35
2017 Q2,22366,2019-01-22,v35
2017 Q3,8584,2019-01-22,v35
2017 Q4,18044,2019-01-22,v35
2017 SEP,5011,2019-01-22,v35
2018,28847,2019-01-22,v35
2018 APR,5532,2019-01-22,v35
2018 AUG,5606,2019-01-22,v35
2018 DEC,2976,2019-01-22,v35
2018 FEB,1373,2019-01-22,v35
2018 JAN,-9307,2019-01-22,v35
2018 JUL,-3338,2019-01-22,v35
2018 JUN,3166,2019-01-22,v35
2018 MAR,844,2019-01-22,v35
2018 MAY,4156,2019-01-22,v35
2018 NOV,7116,2019-01-22,v35
2018 OCT,7656,2019-01-22,v35
2018 Q1,-7090,2019-01-22,v35
2018 Q2,12854,2019-01-22,v35
2018 Q3,5335,2019-01-22,v35
2018 Q4,17748,2019-01-22,v35
2018 SEP,3067,2019-01-22,v35
2018,28987,2019-02-21,v36
2018 APR,5584,2019-02-21,v36
2018 AUG,5728,2019-02-21,v36
2018 DEC,3006,2019-02-21,v36
2018 JUL,-3862,2019-02-21,v36
2018 JUN,3174,2019-02-21,v36
2018 MAY,4122,2019-02-21,v36
2018 NOV,7331,2019-02-21,v36
2018 OCT,7894,2019-02-21,v36
2018 Q2,12880,2019-02-21,v36
2018 Q3,4966,2019-02-21,v36
2018 Q4,18231,2019-02-21,v36
2018 SEP,3100,2019-02-21,v36
2019 JAN,-14895,2019-02-21,v36
2016,55879,2019-03-21,v37
2016 JUN,4782,2019-03-21,v37
2016 Q2,20815,2019-03-21,v37
2016 Q3,13729,2019-03-21,v37
2016 SEP,6549,2019-03-21,v37
2017,38340,2019-03-21,v37
2017 APR,9099,2019-03-21,v37
2017 AUG,4443,2019-03-21,v37
2017 DEC,2649,2019-03-21,v37
2017 JUL,-796,2019-03-21,v37
2017 JUN,6316,2019-03-21,v37
2017 MAY,7062,2019-03-21,v37
2017 NOV,8011,2019-03-21,v37
2017 OCT,7374,2019-03-21,v37
2017 Q2,22477,2019-03-21,v37
2017 Q3,8694,2019-03-21,v37
2017 Q4,18034,2019-03-21,v37
2017 SEP,5047,2019-03-21,v37
2018,28752,2019-03-21,v37
2018 APR,5767,2019-03-21,v37
2018 AUG,5834,2019-03-21,v37
2018 DEC,1759,2019-03-21,v37
2018 FEB,1228,2019-03-21,v37
2018 JAN,-9405,2019-03-21,v37
2018 JUL,-3545,2019-03-21,v37
2018 JUN,3186,2019-03-21,v37
2018 MAR,795,2019-03-21,v37
2018 MAY,4041,2019-03-21,v37
2018 NOV,7513,2019-03-21,v37
2018 OCT,8438,2019-03-21,v37
2018 Q1,-7382,2019-03-21,v37
2018 Q2,12994,2019-03-21,v37
2018 Q3,5430,2019-03-21,v37
2018 Q4,17710,2019-03-21,v37
2018 SEP,3141,2019-03-21,v37
2019 FEB,200,2019-03-21,v37
2019 JAN,-13284,2019-03-21,v37
2018,29788,2019-04-23,v38
2018 APR,5845,2019-04-23,v38
2018 AUG,5595,2019-04-23,v38
2018 DEC,3640,2019-04-23,v38
2018 JUL,-3753,2019-04-23,v38
2018 JUN,3166,2019-04-23,v38
2018 MAY,4032,2019-04-23,v38
2018 NOV,7461,2019-04-23,v38
2018 OCT,8287,2019-04-23,v38
2018 Q2,13043,2019-04-23,v38
2018 Q3,4739,2019-04-23,v38
2018 Q4,19388,2019-04-23,v38
2018 SEP,2897,2019-04-23,v38
2019 FEB,350,2019-04-23,v38
2019 JAN,-14566,2019-04-23,v38
2019 MAR,1704,2019-04-23,v38
2019 Q1,-12512,2019-04-23,v38
2017,38337,2019-05-21,v39
2017 AUG,4442,2019-05-21,v39
2017 DEC,2646,2019-05-21,v39
2017 Q4,18031,2019-05-21,v39
2017 SEP,5048,2019-05-21,v39
2018,30099,2019-05-21,v39
2018 APR,5864,2019-05-21,v39
2018 AUG,5674,2019-05-21,v39
2018 DEC,3580,2019-05-21,v39
2018 FEB,1223,2019-05-21,v39
2018 JAN,-9407,2019-05-21,v39
2018 JUL,-3667,2019-05-21,v39
2018 JUN,3202,2019-05-21,v39
2018 MAR,798,2019-05-21,v39
2018 MAY,4071,2019-05-21,v39
2018 NOV,7134,2019-05-21,v39
2018 OCT,8257,2019-05-21,v39
2018 Q1,-7386,2019-05-21,v39
2018 Q2,13137,2019-05-21,v39
2018 Q3,5377,2019-05-21,v39
2018 Q4,18971,2019-05-21,v39
2018 SEP,3370,2019-05-21,v39
2019 APR,5831,2019-05-21,v39
2019 FEB,440,2019-05-21,v39
2019 JAN,-14291,2019-05-21,v39
2019 MAR,-94,2019-05-21,v39
2019 Q1,-13945,2019-05-21,v39
2016,55871,2019-06-20,v40
2016 APR,9003,2019-06-20,v40
2016 DEC,4975,2019-06-20,v40
2016 JUL,339,2019-06-20,v40
2016 JUN,4781,2019-06-20,v40
2016 OCT,7433,2019-06-20,v40
2016 Q2,20813,2019-06-20,v40
2016 Q3,13725,2019-06-20,v40
2016 Q4,21206,2019-06-20,v40
2016 SEP,6546,2019-06-20,v40
2017,38338,2019-06-20,v40
2017 AUG,4444,2019-06-20,v40
2017 FEB,-1243,2019-06-20,v40
2017 JUL,-797,2019-06-20,v40
2017 NOV,8012,2019-06-20,v40
2017 OCT,7375,2019-06-20,v40
2017 Q1,-10866,2019-06-20,v40
2017 Q4,18033,2019-06-20,v40
2017 SEP,5047,2019-06-20,v40
2018,30076,2019-06-20,v40
2018 APR,5964,2019-06-20,v40
2018 AUG,5861,2019-06-20,v40
2018 DEC,3249,2019-06-20,v40
2018 FEB,1215,2019-06-20,v40
2018 JAN,-9414,2019-06-20,v40
2018 JUL,-3523,2019-06-20,v40
2018 JUN,3319,2019-06-20,v40
2018 MAR,790,2019-06-20,v40
2018 MAY,4154,2019-06-20,v40
2018 NOV,6845,2019-06-20,v40
2018 OCT,8044,2019-06-20,v40
2018 Q1,-7409,2019-06-20,v40
2018 Q2,13437,2019-06-20,v40
2018 Q3,5910,2019-06-20,v40
2018 Q4,18138,2019-06-20,v40
2018 SEP,3572,2019-06-20,v40
2019 APR,6802,2019-06-20,v40
2019 FEB,1022,2019-06-20,v40
2019 JAN,-13936,2019-06-20,v40
2019 MAR,-558,2019-06-20,v40
2019 MAY,5115,2019-06-20,v40
2019 Q1,-13472,2019-06-20,v40
2018,30005,2019-07-18,v41
2018 APR,5978,2019-07-18,v41
2018 AUG,5844,2019-07-18,v41
2018 DEC,3276,2019-07-18,v41
2018 JUL,-3545,2019-07-18,v41
2018 JUN,3332,2019-07-18,v41
2018 MAR,791,2019-07-18,v41
2018 MAY,4148,2019-07-18,v41
2018 NOV,6822,2019-07-18,v41
2018 OCT,8015,2019-07-18,v41
2018 Q1,-7408,2019-07-18,v41
2018 Q2,13458,2019-07-18,v41
2018 Q3,5842,2019-07-18,v41
2018 Q4,18113,2019-07-18,v41
2018 SEP,3543,2019-07-18,v41
2019 APR,6303,2019-07-18,v41
2019 FEB,863,2019-07-18,v41
2019 JAN,-13880,2019-07-18,v41
2019 JUN,7152,2019-07-18,v41
2019 MAR,-863,2019-07-18,v41
2019 MAY,4474,2019-07-18,v41
2019 Q1,-13880,2019-07-18,v41
2019 Q2,17929,2019-07-18,v41
2018,30191,2019-08-20,v42
2018 AUG,5863,2019-08-20,v42
2018 DEC,3190,2019-08-20,v42
2018 FEB,1228,2019-08-20,v42
2018 JAN,-9400,2019-08-20,v42
2018 JUL,-3562,2019-08-20,v42
2018 JUN,3502,2019-08-20,v42
2018 MAR,803,2019-08-20,v42
2018 MAY,4098,2019-08-20,v42
2018 NOV,6848,2019-08-20,v42
2018 OCT,8067,2019-08-20,v42
2018 Q1,-7369,2019-08-20,v42
2018 Q2,13578,2019-08-20,v42
2018 Q3,5877,2019-08-20,v42
2018 Q4,18105,2019-08-20,v42
2018 SEP,3576,2019-08-20,v42
2019 APR,6484,2019-08-20,v42
2019 FEB,779,2019-08-20,v42
2019 JAN,-13976,2019-08-20,v42
2019 JUL,-1319,2019-08-20,v42
